material_id,formula_pretty,composition,elements,a_lattice,b_lattice,c_lattice,volume,density,crystal_system,space_group_symbol,space_group_number,point_group,band_gap,cbm,vbm,is_gap_direct,total_magnetization,energy_above_hull,formation_energy_per_atom,energy_per_atom,bulk_modulus,shear_modulus,homogeneous_poisson,dielectric_constant,last_updated,deprecated
mp-754711,Nb2Pb2O7,Nb4 Pb4 O14,"Nb, O, Pb",10.867464,10.867464,10.867464,1283.4668,7.3716,Cubic,Fd-3m,227,m-3m,0.9375999999999991,5.3936,4.456,False,1.3100000000000002e-05,0.049669543251679,-2.492317274545454,-8.152647388636364,"{'voigt': 146.353, 'reuss': 146.353, 'vrh': 146.353}","{'voigt': 77.854, 'reuss': 76.158, 'vrh': 77.006}",0.276,,2025-09-23 22:47:33.579000+00:00,False
mp-755041,Tm2Mn2O7,Tm4 Mn4 O14,"Mn, O, Tm",9.800767,9.800767,9.800767,941.413,7.8985,Cubic,Fd-3m,227,m-3m,0.996599999999999,3.6062000000000003,2.6096,False,12.0000005,0.0,-2.92900769007837,-8.558531379090908,,,,,2025-09-23 22:47:33.592000+00:00,False
mp-754846,Ce2Nd2O7,Ce4 Nd4 O14,"Ce, Nd, O",11.104054,11.104054,11.104054,1369.13,6.6048,Cubic,Fd-3m,227,m-3m,2.074999999999999,5.2527,3.1777,True,8.8e-06,0.048117972045456,-3.812863290454544,-8.90794707590909,,,,,2025-09-23 22:47:33.584000+00:00,False
mp-755026,La2Pt2O7,La4 Pt4 O14,"La, O, Pt",10.54349,10.54349,10.54349,1172.0691,8.8403,Cubic,Fd-3m,227,m-3m,0.8203,6.5978,5.7775,False,0.0,0.0,-2.371595123181819,-7.521595840000001,,,,,2025-09-23 22:47:33.590000+00:00,False
mp-755027,In2Sn2O7,In4 Sn4 O14,"In, O, Sn",10.385754,10.385754,10.385754,1120.2478,6.8666,Cubic,Fd-3m,227,m-3m,0.28190000000000004,6.1734,5.8915,True,2.34e-05,0.09250771409090801,-1.963422192121211,-6.342805667727273,,,,,2025-09-23 22:47:33.591000+00:00,False
mp-755108,Tl2Pb2O7,Tl4 Pb4 O14,"O, Pb, Tl",10.874072,10.874072,10.874072,1285.8094,9.6616,Cubic,Fd-3m,227,m-3m,0.037799999999999,4.5102,4.4724,True,0.000400099999999,0.071645613636362,-1.137451543333333,-5.392357489545454,,,,,2025-09-23 22:47:33.596000+00:00,False
mp-755159,Tl2Ge2O7,Tl4 Ge4 O14,"Ge, O, Tl",9.928021,9.928021,9.928021,978.5612,9.0418,Cubic,Fd-3m,227,m-3m,0.0,,,False,0.0032059999999990004,0.052070845909088004,-1.624485564696972,-6.044915290000002,,,,,2025-09-23 22:47:33.598000+00:00,False
mp-755375,Lu2Pb2O7,Lu4 Pb4 O14,"Lu, O, Pb",10.646704,10.646704,10.646704,1206.8285,9.6463,Cubic,Fd-3m,227,m-3m,1.1221,4.8295,3.7074,True,0.0,0.047068563295454,-2.536276895303029,-7.182131084545454,,,,,2025-09-23 22:47:33.605000+00:00,False
mp-755465,Hg2Pt2O7,Hg4 Pt4 O14,"Hg, O, Pt",10.224815,10.224995,10.224811,1068.9905,11.2256,Cubic,Fd-3m,227,m-3m,0.0,,,False,2e-05,0.0,-0.8439466536363641,-5.15279554,"{'voigt': 416416.924, 'reuss': 179.391, 'vrh': 208298.157}","{'voigt': 106510.282, 'reuss': 166.907, 'vrh': 53338.594}",0.382,,2025-09-23 22:47:33.611000+00:00,False
mp-756234,Sc2V2O7,Sc4 V4 O14,"O, Sc, V",9.809584,9.809854,9.809708,943.994,4.2746,Cubic,Fd-3m,227,m-3m,1.2824,4.9889,3.7065,False,4.0010208,0.074910774431813,-3.104950340454545,-9.056630102727272,,,,,2025-09-23 22:47:33.634000+00:00,False
mp-755731,Ta2Pb2O7,Ta4 Pb4 O14,"O, Pb, Ta",10.828896,10.828896,10.828896,1269.8504,9.2927,Cubic,Fd-3m,227,m-3m,1.6828,6.4416,4.7588,False,0.0002193,0.027916367272728,-2.696757586787878,-8.678109974090908,,,,,2025-09-23 22:47:33.621000+00:00,False
mp-755355,La2Pr2O7,La4 Pr4 O14,"La, O, Pr",11.480226,11.480226,11.480226,1513.0431,5.8967,Cubic,Fd-3m,227,m-3m,0.0,,,False,3.9995731,0.125675245113637,-3.331233522575756,-8.249295719090908,,,,,2025-09-23 22:47:33.604000+00:00,False
mp-755869,Dy2Mn2O7,Dy4 Mn4 O14,"Dy, Mn, O",9.897566,9.897566,9.897566,969.5835,7.4927,Cubic,Fd-3m,227,m-3m,0.9041,3.5129,2.6088,False,12.0000007,0.0,-2.893416257199581,-8.547644318636364,,,,,2025-09-23 22:47:33.624000+00:00,False
mp-755450,La2Ce2O7,La4 Ce4 O14,"Ce, La, O",11.177376,11.177376,11.177376,1396.4311,6.3741,Cubic,Fd-3m,227,m-3m,2.1894,6.8845,4.6951,False,0.0,0.010421526136362,-3.893460453636365,-9.019064179545456,"{'voigt': 133.226, 'reuss': 133.226, 'vrh': 133.226}","{'voigt': 60.727, 'reuss': 60.706, 'vrh': 60.716}",0.302,,2025-09-23 22:47:33.608000+00:00,False
mp-756066,Ho2Zr2O7,Ho4 Zr4 O14,"Ho, O, Zr",10.566822,10.566822,10.566822,1179.8673,7.0291,Cubic,Fd-3m,227,m-3m,2.6187,4.7624,2.1437,False,0.0002466,0.075470432954546,-3.860742280909089,-9.399513846818182,,,,,2025-09-23 22:47:33.627000+00:00,False
mp-756148,Sm2Pt2O7,Sm4 Pt4 O14,"O, Pt, Sm",10.343399,10.343399,10.343399,1106.5979,9.6383,Cubic,Fd-3m,227,m-3m,1.047599999999999,4.781,3.7334,False,0.0,0.0,-2.3927093822727272,-7.503179013636363,,,,,2025-09-23 22:47:33.629000+00:00,False
mp-755316,Dy2Sb2O7,Dy4 Sb4 O14,"Dy, O, Sb",10.656038,10.656038,10.656038,1210.0053,7.4712,Cubic,Fd-3m,227,m-3m,0.0,,,False,0.001209899999999,0.17945457127272602,-2.725744825757574,-7.464879423181818,,,,,2025-09-23 22:47:33.603000+00:00,False
mp-755226,La2Tb2O7,La4 Tb4 O14,"La, O, Tb",11.219442,11.219442,11.219442,1412.2571,6.6565,Cubic,Fd-3m,227,m-3m,0.0,,,False,4.000131,0.090560322840911,-3.481307855757575,-8.370714082272727,,,,,2025-09-23 22:47:33.600000+00:00,False
mp-756215,Sm2Mn2O7,Sm4 Mn4 O14,"Mn, O, Sm",10.055748,10.055748,10.055748,1016.8179,6.8275,Cubic,Fd-3m,227,m-3m,0.9750000000000001,3.3738,2.3988,False,11.9999991,0.0,-2.817081405987458,-8.48952957772727,,,,,2025-09-23 22:47:33.632000+00:00,False
mp-755851,Ta2Mn2O7,Ta4 Mn4 O14,"Mn, O, Ta",10.365918,10.365918,10.365918,1113.8413,6.9623,Cubic,Fd-3m,227,m-3m,2.155799999999999,4.6777,2.5219,False,0.0,0.07914772363637401,-2.828615295502611,-9.800761905,,,,,2025-09-23 22:47:33.622000+00:00,False
mp-755635,Ho2Pt2O7,Ho4 Pt4 O14,"Ho, O, Pt",10.16141,10.16141,10.16141,1049.2089,10.5345,Cubic,Fd-3m,227,m-3m,1.506899999999999,5.1793,3.6724,False,0.0,0.0,-2.466693449999999,-7.555180050454546,,,,,2025-09-23 22:47:33.616000+00:00,False
mp-756175,Zr2Bi2O7,Zr4 Bi4 O14,"Bi, O, Zr",10.826368,10.826368,10.826368,1268.9612,7.4579,Cubic,Fd-3m,227,m-3m,2.8604000000000003,6.1756,3.3152,True,0.003670499999999,0.056679890000001,-2.7697148922727273,-8.179823702727273,,,,,2025-09-23 22:47:33.630000+00:00,False
mp-755723,Er2Pb2O7,Er4 Pb4 O14,"Er, O, Pb",10.601927,10.601927,10.601927,1191.6657,9.5972,Cubic,Fd-3m,227,m-3m,1.16,4.817,3.657,True,0.0,0.0054545995454530006,-2.547577461818181,-7.201800988636364,,,,,2025-09-23 22:47:33.620000+00:00,False
mp-756212,V2Si2O7,V4 Si4 O14,"O, Si, V",9.24237,9.242364,9.242372,789.4959,4.544,Cubic,Fd-3m,227,m-3m,0.0,7.4909,7.5246,False,7.9998522,0.085600567234836,-2.851647299090909,-8.638390502272728,,,,,2025-09-23 22:47:33.631000+00:00,False
mp-755116,In2Pt2O7,In4 Pt4 O14,"In, O, Pt",10.011142,10.011142,10.011142,1003.3462,9.689,Cubic,Fd-3m,227,m-3m,2.196199999999999,7.4868,5.2906,True,0.0,0.0,-1.5192756366666682,-6.273488469545456,,,,,2025-09-23 22:47:33.597000+00:00,False
mp-756347,Y2Pt2O7,Y4 Pt4 O14,"O, Pt, Y",10.195218,10.195218,10.195218,1059.7161,8.524,Cubic,Fd-3m,227,m-3m,1.421399999999999,5.2288,3.8074,False,0.0,0.0,-2.432750706363636,-7.868766767727274,,,,,2025-09-23 22:47:33.641000+00:00,False
mp-756670,Eu2Pb2O7,Eu4 Pb4 O14,"Eu, O, Pb",10.812152,10.812175,10.813953,1264.1823,8.7252,Cubic,Fd-3m,227,m-3m,0.0,,,False,23.9803367,0.116930325454542,-2.157955581363639,-7.8522505818181845,,,,,2025-09-23 22:47:33.650000+00:00,False
mp-757233,Gd2Zr2O7,Gd4 Zr4 O14,"Gd, O, Zr",10.572674,10.572671,10.572774,1181.8394,6.8447,Cubic,Fd-3m,227,m-3m,2.8082000000000003,4.8683,2.0601,False,0.0,0.004336873636363,-3.84645998909091,-11.108584786818183,"{'voigt': 5296764.41, 'reuss': 188.88, 'vrh': 2648476.645}","{'voigt': 3178049.037, 'reuss': 100.914, 'vrh': 1589074.976}",0.25,,2025-09-23 22:47:33.655000+00:00,False
mp-761284,Eu2Mn2O7,Eu4 Mn4 O14,"Eu, Mn, O",10.021072,10.021072,10.021072,1006.335,6.9409,Cubic,Fd-3m,227,m-3m,0.0,,,False,35.9999999,0.060321475757573004,-2.499772190532917,-9.18486141318182,,,,,2025-09-23 22:47:33.662000+00:00,False
mp-756751,Tm2Nb2O7,Tm4 Nb4 O14,"Nb, O, Tm",10.274208,10.274208,10.274208,1084.5387,7.7863,Cubic,Fd-3m,227,m-3m,0.0,,,False,0.001429,0.094689577449496,-3.408607786818182,-9.208911429999999,,,,,2025-09-23 22:47:33.653000+00:00,False
mp-756724,Lu2Nb2O7,Lu4 Nb4 O14,"Lu, Nb, O",10.241622,10.241622,10.241622,1074.2521,8.0101,Cubic,Fd-3m,227,m-3m,0.0,,,False,0.003381399999999,0.09796800953284,-3.4094140421212122,-9.216842407727272,,,,,2025-09-23 22:47:33.652000+00:00,False
mp-7640,Sc2Si2O7,Sc4 Si4 O14,"O, Sc, Si",9.37264,9.37264,9.37264,823.3525,4.1639,Cubic,Fd-3m,227,m-3m,3.7458,9.2021,5.4563,False,1.3400000000000002e-05,0.08505900545455501,-3.522388262272726,-8.808870199090908,,,,,2025-09-23 22:47:33.663000+00:00,False
mp-756393,Er2Nb2O7,Er4 Nb4 O14,"Er, Nb, O",10.31042,10.31042,10.31042,1096.0467,7.6639,Cubic,Fd-3m,227,m-3m,0.0,,,False,0.0009722,0.093518216161626,-3.400324842272726,-9.216122545454546,,,,,2025-09-23 22:47:33.643000+00:00,False
mp-756440,Er2Pt2O7,Er4 Pt4 O14,"Er, O, Pt",10.125902,10.125902,10.125902,1038.2481,10.7053,Cubic,Fd-3m,227,m-3m,1.4127,5.152,3.7393,False,0.0,0.0,-2.478018743636361,-7.561057952272725,,,,,2025-09-23 22:47:33.645000+00:00,False
mp-756545,Er2Zr2O7,Er4 Zr4 O14,"Er, O, Zr",10.541748,10.541748,10.541748,1171.4881,7.1322,Cubic,Fd-3m,227,m-3m,2.5368999999999993,4.7063,2.1694,False,0.0003803,0.08538224613636701,-3.860530744090907,-9.393854918181818,,,,,2025-09-23 22:47:33.646000+00:00,False
mp-760425,Tb2Zr2O7,Tb4 Zr4 O14,"O, Tb, Zr",10.61542,10.61542,10.61542,1196.2213,6.7997,Cubic,Fd-3m,227,m-3m,2.8475,5.0366,2.1891,False,0.0005044,0.021954060795454002,-3.868283384393939,-9.41436116090909,,,,,2025-09-23 22:47:33.660000+00:00,False
mp-757450,Sc2Ge2O7,Sc4 Ge4 O14,"Ge, O, Sc",9.623799,9.623799,9.623799,891.3321,5.1744,Cubic,Fd-3m,227,m-3m,3.7047,7.1839,3.4792,False,0.0,0.037194648787876004,-2.9545466199999972,-8.09515761590909,,,,,2025-09-23 22:47:33.657000+00:00,False
mp-778114,Sm2Ge2O7,Sm4 Ge4 O14,"Ge, O, Sm",10.17996,10.17996,10.17996,1054.9654,7.0264,Cubic,Fd-3m,227,m-3m,2.5577,5.1578,2.6001000000000003,False,0.0003568,0.042395755227272,-2.969077287272726,-7.81625501590909,,,,,2025-09-23 22:47:33.695000+00:00,False
mp-769359,Y2Bi2O7,Y4 Bi4 O14,"Bi, O, Y",10.937536,10.937536,10.937536,1308.4541,7.1857,Cubic,Fd-3m,227,m-3m,0.0,,,False,0.8496379,0.076419178977271,-2.5170303095454543,-7.556482914545454,,,,,2025-09-23 22:47:33.679000+00:00,False
mp-769673,Tb2Bi2O7,Tb4 Bi4 O14,"Bi, O, Tb",10.944318,10.944318,10.944318,1310.8896,8.5915,Cubic,Fd-3m,227,m-3m,0.0,,,False,0.8824812,0.06497590124999901,-2.541341383030303,-7.240570737727273,"{'voigt': 551961.89, 'reuss': 216.745, 'vrh': 276089.317}","{'voigt': -86995.415, 'reuss': -1532.353, 'vrh': -44263.884}",0.585,,2025-09-23 22:47:33.682000+00:00,False
mp-769211,Tb2Pb2O7,Tb4 Pb4 O14,"O, Pb, Tb",10.690444,10.690444,10.690444,1221.7638,9.1795,Cubic,Fd-3m,227,m-3m,1.1856,4.8262,3.6406,True,0.0,0.0,-2.550893196212119,-7.217870325454545,,,,,2025-09-23 22:47:33.674000+00:00,False
mp-769229,Ho2Bi2O7,Ho4 Bi4 O14,"Bi, Ho, O",10.91026,10.91026,10.91026,1298.6894,8.7951,Cubic,Fd-3m,227,m-3m,0.0,,,False,0.8841038,0.094147752613636,-2.532796064090908,-7.224719208181818,,,,,2025-09-23 22:47:33.677000+00:00,False
mp-769222,Dy2Pb2O7,Dy4 Pb4 O14,"Dy, O, Pb",10.658802,10.658802,10.658802,1210.9471,9.34,Cubic,Fd-3m,227,m-3m,1.1816,4.8236,3.642,True,0.0,0.0,-2.5488151693939383,-7.212249008636363,,,,,2025-09-23 22:47:33.676000+00:00,False
mp-771384,Lu2Co2O7,Lu4 Co4 O14,"Co, Lu, O",9.646041,9.655756,9.662174,899.9332,8.5527,Cubic,Fd-3m,227,m-3m,0.0,,,False,2.0434591,0.008907008749998,-2.450503338030305,-7.718315645454547,,,,,2025-09-23 22:47:33.687000+00:00,False
mp-772562,Nd2V2O7,Nd4 V4 O14,"Nd, O, V",10.341886,10.341886,10.341886,1106.1123,6.0333,Cubic,Fd-3m,227,m-3m,0.0,,,False,4.5293218,0.062193620681817004,-3.133897131818182,-8.801154771818183,,,,,2025-09-23 22:47:33.690000+00:00,False
mp-773164,Gd2V2O7,Gd4 V4 O14,"Gd, O, V",10.18829,10.18829,10.18829,1057.5573,6.6371,Cubic,Fd-3m,227,m-3m,0.9818000000000001,4.0627,3.0809,False,24.0027994,0.10080848363636301,-3.110372110454546,-10.469988806363638,,,,,2025-09-23 22:47:33.691000+00:00,False
mp-770462,La2Bi2O7,La4 Bi4 O14,"Bi, La, O",11.173828,11.173828,11.173828,1395.1019,7.6917,Cubic,Fd-3m,227,m-3m,0.0,,,False,1.2104123,0.0,-2.595721497272728,-7.349158757727273,,,,,2025-09-23 22:47:33.684000+00:00,False
mp-769396,Y2Ge2O7,Y4 Ge4 O14,"Ge, O, Y",9.920168,9.920168,9.920168,976.2411,5.9205,Cubic,Fd-3m,227,m-3m,3.1753,6.0336,2.8583,False,0.0,0.0,-3.054602234090915,-8.22732639272728,,,,,2025-09-23 22:47:33.681000+00:00,False
mp-772352,In2Co2O7,In4 Co4 O14,"Co, In, O",9.721524,9.721524,9.721524,918.7621,6.6439,Cubic,Fd-3m,227,m-3m,0.0,,,False,4.0000338,0.060996688181819005,-1.430360848030302,-6.377716117272727,,,,,2025-09-23 22:47:33.689000+00:00,False
mp-778152,Sc2Pt2O7,Sc4 Pt4 O14,"O, Pt, Sc",9.882197,9.882197,9.882197,965.0738,8.15,Cubic,Fd-3m,227,m-3m,1.7836999999999992,5.9449000000000005,4.1612,False,0.0,0.0,-2.355756619090907,-7.759659517727272,,,,,2025-09-23 22:47:33.696000+00:00,False
mp-769189,Dy2Bi2O7,Dy4 Bi4 O14,"Bi, Dy, O",10.922062,10.922062,10.922062,1302.9085,8.717,Cubic,Fd-3m,227,m-3m,0.0,,,False,0.940754499999999,0.07950615499999901,-2.537204177575757,-7.232890242272727,,,,,2025-09-23 22:47:33.672000+00:00,False
mp-779427,Sm2V2O7,Sm4 V4 O14,"O, Sm, V",10.253218,10.253218,10.253218,1077.9052,6.342,Cubic,Fd-3m,227,m-3m,0.9596,4.112,3.1524,False,4.0035058,0.11275607340909101,-3.104152318636363,-8.762398813636365,,,,,2025-09-23 22:47:33.697000+00:00,False
mp-9765,Nd2Pt2O7,Nd4 Pt4 O14,"Nd, O, Pt",10.432167,10.432167,10.432167,1135.3337,9.2512,Cubic,Fd-3m,227,m-3m,1.0795,4.7863,3.7068,False,0.0,0.0,-2.348622128181817,-7.4681029045454554,,,,,2025-09-23 22:47:33.722000+00:00,False
