aflow_prototype_params_list_relax,aflow_prototype_params_values_relax,auid,aurl,composition,compound,density,energy_atom,enthalpy_atom,natoms,spin_atom,geometry,positions_fractional,Egap,Egap_type,spinD,valence_cell_iupac,ael_bulk_modulus_vrh,ael_debye_temperature,ael_poisson_ratio,ael_shear_modulus_vrh,ael_youngs_modulus_vrh,agl_debye,agl_thermal_conductivity_300K,agl_thermal_expansion_300K
"a,x4","13.1038,0.401451",aflow:191150f658e2756f,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/PPb_dSb/ICSD_27120.ABC,"14,4,4",P14Pb4Sb4,5.16436,-4.17371,-4.17371,22,0.0,,,,,,,,,,,,,,
"a,x4","12.1707,0.4114",aflow:198820f801249ded,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/PPtSb/ICSD_108965.ABC,"14,4,4",P14Pt4Sb4,6.26702,-5.07542,-5.07542,22,0.0,,,,,,,,,,,,,,
"a,x4","10.2515,0.419145",aflow:1a1f97538dbfcd5d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Tb2Ti2_ICSD_159782,"14,4,4",O14Tb4Ti4,6.48135,-8.27693,-8.27693,22,0.0,"7.24894,7.24894,7.24894,60,60,60","[0.669145, 0.0808549, 0.580855],[0.0808549, 0.669145, 0.169145],[0.669145, 0.669145, 0.580855],[0.0808549, 0.0808549, 0.169145],[0.0808549, 0.669145, 0.580855],[0.669145, 0.0808549, 0.169145],[0.919145, 0.919145, 0.830855],[0.330855, 0.330855, 0.419145],[0.919145, 0.330855, 0.830855],[0.330855, 0.919145, 0.419145],[0.919145, 0.330855, 0.419145],[0.330855, 0.919145, 0.830855],[0.625, 0.625, 0.125],[0.375, 0.375, 0.875],[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0.5, 0],[0.5, 0, 0],[0, 0, 0],[0.5, 0, 0.5],[0, 0, 0.5],[0, 0.5, 0.5]",3.2958,insulator-indirect,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",60.0,,,,,,,,
"a,x4","10.8866,0.833166",aflow:1b18bb6ddec219e1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce2O7Zr2_ICSD_168600,"4,14,4",Ce4O14Zr4,5.91672,-9.00724,-9.00724,22,0.18181,"7.69801,7.69801,7.69801,60,60,60","[0.5, 0.5, 0.5],[0, 0, 0.5],[0.5, 0, 0],[0.5, 0, 0.5],[0.375, 0.875, 0.375],[0.625, 0.125, 0.625],[0.666834, 0.583166, 0.666834],[0.0831657, 0.166834, 0.0831657],[0.666834, 0.583166, 0.0831657],[0.0831657, 0.166834, 0.666834],[0.0831657, 0.583166, 0.666834],[0.666834, 0.166834, 0.0831657],[0.916834, 0.833166, 0.333166],[0.333166, 0.416834, 0.916834],[0.916834, 0.833166, 0.916834],[0.333166, 0.416834, 0.333166],[0.916834, 0.416834, 0.333166],[0.333166, 0.833166, 0.916834],[0, 0, 0],[0.5, 0.5, 0],[0, 0.5, 0.5],[0, 0.5, 0]",2.9911,insulator-direct,"0.975,0.974,0.975,0.975,-0.017,-0.017,-0.002,-0.003,-0.003,-0.003,-0.003,-0.002,-0.003,-0.003,-0.003,-0.002,-0.003,-0.002,-0.001,-0.001,-0.001,-0.001",60.0,,,,,,,,
"a,x4","10.4531,0.817257",aflow:1b8f86be95bc181e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hg2O7Os2_ICSD_159797,"4,14,4",Hg4O14Os4,10.3928,-5.47961,-5.47961,22,0.53022,"7.39146,7.39146,7.39146,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0.317257, 0.317257, 0.432743],[0.932743, 0.932743, 0.817257],[0.317257, 0.932743, 0.432743],[0.932743, 0.317257, 0.817257],[0.932743, 0.317257, 0.432743],[0.317257, 0.932743, 0.817257],[0.0672567, 0.682743, 0.182743],[0.682743, 0.0672567, 0.567257],[0.0672567, 0.0672567, 0.182743],[0.682743, 0.682743, 0.567257],[0.0672567, 0.682743, 0.567257],[0.682743, 0.0672567, 0.182743],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5]",0.0,metal,"0.048,0.051,0.048,0.046,0.163,0.147,0.183,0.183,0.161,0.178,0.183,0.183,0.147,0.163,0.161,0.178,0.165,0.165,2.194,2.167,2.195,2.219",76.0,,,,,,,,
"a,x4","10.6808,0.839982",aflow:1bd337a4b406d822,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Gd2O7Sn2_ICSD_84753,"4,14,4",Gd4O14Sn4,7.23794,-8.76022,-8.76022,22,1.27273,"7.55246,7.55246,7.55246,60,60,60","[0.5, 0.5, 0.5],[0.5, 0, 0.5],[0.5, 0.5, 0],[0, 0.5, 0.5],[0.0899821, 0.660018, 0.660018],[0.660018, 0.0899821, 0.0899821],[0.660018, 0.660018, 0.0899821],[0.0899821, 0.0899821, 0.660018],[0.660018, 0.0899821, 0.660018],[0.0899821, 0.660018, 0.0899821],[0.910018, 0.910018, 0.339982],[0.339982, 0.339982, 0.910018],[0.339982, 0.910018, 0.910018],[0.910018, 0.339982, 0.339982],[0.339982, 0.910018, 0.339982],[0.910018, 0.339982, 0.910018],[0.625, 0.625, 0.625],[0.375, 0.375, 0.375],[0, 0, 0],[0, 0.5, 0],[0, 0, 0.5],[0.5, 0, 0]",2.1547,insulator-direct,"7.009,7.011,7.011,7.013,-0.016,-0.016,-0.015,-0.015,-0.016,-0.016,-0.015,-0.015,-0.016,-0.016,-0.016,-0.016,-0.043,-0.043,-0.001,-0.001,-0.001,-0.001",56.0,156.244,462.877,0.271976,84.0285,213.765,464.846,4.03794,3.80546e-05
"a,x4","10.509,0.432754",aflow:1cb434fbbae8abfa,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd2Nb2O7_ICSD_9714,"4,4,14",Cd4Nb4O14,5.98209,-6.9677,-6.9677,22,0.0,"7.43096,7.43096,7.43096,60,60,60","[0, 0, 0],[0.5, 0, 0],[0, 0.5, 0],[0, 0, 0.5],[0.5, 0.5, 0.5],[0, 0.5, 0.5],[0.5, 0, 0.5],[0.5, 0.5, 0],[0.875, 0.875, 0.875],[0.125, 0.125, 0.125],[0.567246, 0.567246, 0.182754],[0.182754, 0.182754, 0.567246],[0.567246, 0.182754, 0.567246],[0.182754, 0.567246, 0.182754],[0.182754, 0.567246, 0.567246],[0.567246, 0.182754, 0.182754],[0.817246, 0.432754, 0.817246],[0.432754, 0.817246, 0.432754],[0.817246, 0.817246, 0.432754],[0.432754, 0.432754, 0.817246],[0.817246, 0.432754, 0.432754],[0.432754, 0.817246, 0.817246]",2.0812,insulator-indirect,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",56.0,,,,,,,,
"a,x4","10.2423,0.830875",aflow:1df6f77ee78226a6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Ti2Y2_ICSD_15633,"14,4,4",O14Ti4Y4,4.76758,-8.59565,-8.59565,22,0.0,"7.24237,7.24237,7.24237,60,60,60","[0.669125, 0.0808746, 0.169125],[0.0808746, 0.669125, 0.580875],[0.0808746, 0.669125, 0.169125],[0.669125, 0.0808746, 0.580875],[0.0808746, 0.0808746, 0.169125],[0.669125, 0.669125, 0.580875],[0.330875, 0.919125, 0.419125],[0.919125, 0.330875, 0.830875],[0.919125, 0.330875, 0.419125],[0.330875, 0.919125, 0.830875],[0.919125, 0.919125, 0.830875],[0.330875, 0.330875, 0.419125],[0.625, 0.625, 0.125],[0.375, 0.375, 0.875],[0, 0, 0],[0, 0, 0.5],[0, 0.5, 0.5],[0.5, 0, 0.5],[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0.5, 0, 0],[0, 0.5, 0]",3.289,insulator-indirect,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",56.0,,,,,,,,
"a,x4","10.1665,0.831106",aflow:20c791ce08b3aaab,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co2O7Sb2_ICSD_247302,"4,14,4",Co4O14Sb4,5.98438,-5.95436,-5.95436,22,0.545441,"7.1888,7.1888,7.1888,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0.331106, 0.331106, 0.418894],[0.918894, 0.918894, 0.831106],[0.331106, 0.918894, 0.418894],[0.918894, 0.331106, 0.831106],[0.918894, 0.331106, 0.418894],[0.331106, 0.918894, 0.831106],[0.0811061, 0.668894, 0.168894],[0.668894, 0.0811061, 0.581106],[0.0811061, 0.0811061, 0.168894],[0.668894, 0.668894, 0.581106],[0.0811061, 0.668894, 0.581106],[0.668894, 0.0811061, 0.168894],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5]",0.9008,insulator-indirect,"2.817,2.818,2.817,2.816,0.024,0.023,0.023,0.023,0.023,0.024,0.023,0.023,0.023,0.024,0.023,0.024,0.088,0.088,0.002,0.002,0.002,0.002",68.0,153.906,537.441,0.267117,84.8588,215.052,561.802,3.85683,4.31175e-05
"a,x4","10.5017,0.838027",aflow:213fbef41f8612df,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Dy2Hf2O7_ICSD_162004,"4,4,14",Dy4Hf4O14,9.10692,-9.37413,-9.37413,22,0.0,"7.4258,7.4258,7.4258,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5],[0.338027, 0.338027, 0.411973],[0.911973, 0.911973, 0.838027],[0.338027, 0.911973, 0.411973],[0.911973, 0.338027, 0.838027],[0.911973, 0.338027, 0.411973],[0.338027, 0.911973, 0.838027],[0.0880271, 0.661973, 0.161973],[0.661973, 0.0880271, 0.588027],[0.0880271, 0.0880271, 0.161973],[0.661973, 0.661973, 0.588027],[0.0880271, 0.661973, 0.588027],[0.661973, 0.0880271, 0.161973],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125]",3.2266,insulator-indirect,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",60.0,173.039,451.486,0.263349,97.2411,245.699,473.059,5.90862,3.03805e-05
"a,x4","10.3439,0.427989",aflow:22f5cb84ee0d48e7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd2O7Os2_ICSD_155765,"4,14,4",Cd4O14Os4,8.6088,-5.83499,-5.83499,22,0.54494,"7.31421,7.31421,7.31421,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0, 0.5, 0.5],[0, 0, 0.5],[0.427989, 0.927989, 0.322011],[0.822011, 0.322011, 0.927989],[0.427989, 0.322011, 0.322011],[0.822011, 0.927989, 0.927989],[0.427989, 0.322011, 0.927989],[0.822011, 0.927989, 0.322011],[0.177989, 0.0720107, 0.0720107],[0.572011, 0.677989, 0.677989],[0.177989, 0.677989, 0.0720107],[0.572011, 0.0720107, 0.677989],[0.572011, 0.677989, 0.0720107],[0.177989, 0.0720107, 0.677989],[0.875, 0.375, 0.375],[0.125, 0.625, 0.625],[0, 0, 0],[0.5, 0, 0.5],[0.5, 0, 0],[0.5, 0.5, 0]",0.0,metal,"0.033,0.032,0.032,0.032,0.148,0.167,0.189,0.189,0.165,0.184,0.189,0.189,0.167,0.148,0.165,0.184,0.121,0.121,2.273,2.289,2.304,2.289",68.0,,,,,,,,
"a,x4","10.3749,0.819842",aflow:2244fd8fc6042b21,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd2O7Re2_ICSD_28445,"4,14,4",Cd4O14Re4,8.43657,-6.39711,-6.39711,22,0.363636,"7.33616,7.33616,7.33616,60,60,60","[0.5, 0.5, 0.5],[0.5, 0, 0.5],[0, 0.5, 0.5],[0.5, 0.5, 0],[0.319842, 0.319842, 0.930158],[0.930158, 0.930158, 0.319842],[0.930158, 0.319842, 0.319842],[0.319842, 0.930158, 0.930158],[0.319842, 0.930158, 0.319842],[0.930158, 0.319842, 0.930158],[0.680158, 0.0698415, 0.0698415],[0.0698415, 0.680158, 0.680158],[0.0698415, 0.0698415, 0.680158],[0.680158, 0.680158, 0.0698415],[0.680158, 0.0698415, 0.680158],[0.0698415, 0.680158, 0.0698415],[0.375, 0.375, 0.375],[0.625, 0.625, 0.625],[0, 0, 0],[0, 0.5, 0],[0.5, 0, 0],[0, 0, 0.5]",0.0,half-metal,"0.023,0.021,0.019,0.021,0.024,0.01,0.062,0.062,0.044,0.029,0.062,0.062,0.01,0.024,0.044,0.029,0.017,0.017,1.883,1.842,1.801,1.845",64.0,,,,,,,,
"a,x4","10.2514,0.419154",aflow:23120c71c0b95db2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Tb2Ti2_ICSD_159785,"14,4,4",O14Tb4Ti4,6.48162,-8.27694,-8.27694,22,0.0,"7.24883,7.24883,7.24883,60,60,60","[0.669154, 0.580846, 0.0808465],[0.0808465, 0.169154, 0.669154],[0.0808465, 0.580846, 0.669154],[0.669154, 0.169154, 0.0808465],[0.669154, 0.580846, 0.669154],[0.0808465, 0.169154, 0.0808465],[0.330846, 0.830846, 0.919154],[0.919154, 0.419154, 0.330846],[0.919154, 0.830846, 0.330846],[0.330846, 0.419154, 0.919154],[0.330846, 0.419154, 0.330846],[0.919154, 0.830846, 0.919154],[0.625, 0.125, 0.625],[0.375, 0.875, 0.375],[0.5, 0.5, 0.5],[0.5, 0, 0.5],[0, 0, 0.5],[0.5, 0, 0],[0, 0, 0],[0, 0.5, 0],[0.5, 0.5, 0],[0, 0.5, 0.5]",3.296,insulator-indirect,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",60.0,,,,,,,,
"a,x4","10.1389,0.83264",aflow:2351290d30c636b9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Ti2Yb2_ICSD_186196,"14,4,4",O14Ti4Yb4,7.0595,-7.2334,-7.2334,22,-0.181462,"7.16932,7.16932,7.16932,60,60,60","[0.0826402, 0.66736, 0.66736],[0.66736, 0.0826402, 0.0826402],[0.66736, 0.66736, 0.0826402],[0.0826402, 0.0826402, 0.66736],[0.66736, 0.0826402, 0.66736],[0.0826402, 0.66736, 0.0826402],[0.91736, 0.91736, 0.33264],[0.33264, 0.33264, 0.91736],[0.33264, 0.91736, 0.91736],[0.91736, 0.33264, 0.33264],[0.33264, 0.91736, 0.33264],[0.91736, 0.33264, 0.91736],[0.625, 0.625, 0.625],[0.375, 0.375, 0.375],[0, 0, 0],[0, 0.5, 0],[0, 0, 0.5],[0.5, 0, 0],[0.5, 0.5, 0.5],[0.5, 0, 0.5],[0.5, 0.5, 0],[0, 0.5, 0.5]",0.0816,insulator-direct,"-0.058,-0.058,-0.064,-0.065,-0.06,-0.06,-0.065,-0.064,-0.058,-0.058,-0.06,-0.06,-0.095,-0.095,0.009,0.009,0.008,0.008,-0.723,-0.744,-0.745,-0.767",56.0,,,,,,,,
"a,x4","10.9524,0.831232",aflow:230367ea2c50156c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/La2O7Zr2_ICSD_154752,"4,14,4",La4O14Zr4,5.78618,-8.96011,-8.96011,22,0.0,"7.74453,7.74453,7.74453,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0.331232, 0.331232, 0.418768],[0.918768, 0.918768, 0.831232],[0.331232, 0.918768, 0.418768],[0.918768, 0.331232, 0.831232],[0.918768, 0.331232, 0.418768],[0.331232, 0.918768, 0.831232],[0.0812324, 0.668768, 0.168768],[0.668768, 0.0812324, 0.581232],[0.0812324, 0.0812324, 0.168768],[0.668768, 0.668768, 0.581232],[0.0812324, 0.668768, 0.581232],[0.668768, 0.0812324, 0.168768],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5]",3.8174,insulator-direct,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",56.0,,,,,,,,
"a,x4","10.9503,0.418758",aflow:247bbd3ebc05c5d2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/La2O7Zr2_ICSD_153222,"4,14,4",La4O14Zr4,5.78956,-8.96009,-8.96009,22,0.0,"7.74303,7.74303,7.74303,60,60,60","[0.5, 0.5, 0.5],[0.5, 0, 0],[0.5, 0.5, 0],[0, 0.5, 0],[0.918758, 0.331242, 0.418758],[0.331242, 0.918758, 0.831242],[0.331242, 0.331242, 0.418758],[0.918758, 0.918758, 0.831242],[0.331242, 0.918758, 0.418758],[0.918758, 0.331242, 0.831242],[0.0812423, 0.0812423, 0.168758],[0.668758, 0.668758, 0.581242],[0.668758, 0.0812423, 0.168758],[0.0812423, 0.668758, 0.581242],[0.668758, 0.0812423, 0.581242],[0.0812423, 0.668758, 0.168758],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0, 0.5, 0.5],[0, 0, 0.5],[0.5, 0, 0.5]",3.8182,insulator-direct,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",56.0,,,,,,,,
"a,x4","10.5356,0.817428",aflow:2507c8eba74d0028,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd2O7Ta2_ICSD_77061,"4,14,4",Cd4O14Ta4,7.93697,-7.38323,-7.38323,22,0.0,"7.44982,7.44982,7.44982,60,60,60","[0.875, 0.375, 0.375],[0.375, 0.875, 0.375],[0.375, 0.375, 0.375],[0.375, 0.375, 0.875],[0.5, 0.5, 0.5],[0.25, 0.25, 0.25],[0.192428, 0.807572, 0.192428],[0.807572, 0.192428, 0.807572],[0.192428, 0.807572, 0.807572],[0.807572, 0.192428, 0.192428],[0.192428, 0.192428, 0.807572],[0.807572, 0.807572, 0.192428],[0.942428, 0.557572, 0.557572],[0.557572, 0.942428, 0.942428],[0.942428, 0.557572, 0.942428],[0.557572, 0.942428, 0.557572],[0.557572, 0.557572, 0.942428],[0.942428, 0.942428, 0.557572],[0.375, 0.875, 0.875],[0.875, 0.375, 0.875],[0.875, 0.875, 0.875],[0.875, 0.875, 0.375]",2.1164,insulator-indirect,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",56.0,,,,,,,,
"a,x4","10.2422,0.419285",aflow:263678ba745fc81c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Ti2Y2_ICSD_24206,"14,4,4",O14Ti4Y4,4.7677,-8.59564,-8.59564,22,0.0,"7.24231,7.24231,7.24231,60,60,60","[0.875, 0.375, 0.875],[0.125, 0.625, 0.125],[0.580715, 0.669285, 0.580715],[0.169285, 0.0807146, 0.169285],[0.580715, 0.669285, 0.169285],[0.169285, 0.0807146, 0.580715],[0.169285, 0.669285, 0.580715],[0.580715, 0.0807146, 0.169285],[0.830715, 0.919285, 0.419285],[0.419285, 0.330715, 0.830715],[0.830715, 0.919285, 0.830715],[0.419285, 0.330715, 0.419285],[0.830715, 0.330715, 0.419285],[0.419285, 0.919285, 0.830715],[0.5, 0.5, 0.5],[0, 0, 0.5],[0.5, 0, 0],[0.5, 0, 0.5],[0, 0, 0],[0.5, 0.5, 0],[0, 0.5, 0.5],[0, 0.5, 0]",3.2951,insulator-indirect,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",56.0,,,,,,,,
"a,x4","10.2211,0.892333",aflow:27893b56ecab0821,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd2Nb2O7_ICSD_33672,"4,4,14",Cd4Nb4O14,6.50184,-6.68657,-6.68657,22,0.0,"7.22743,7.22743,7.22743,60,60,60","[0.875, 0.875, 0.375],[0.375, 0.875, 0.875],[0.875, 0.875, 0.875],[0.875, 0.375, 0.875],[0.375, 0.375, 0.875],[0.875, 0.375, 0.375],[0.375, 0.375, 0.375],[0.375, 0.875, 0.375],[0.5, 0.5, 0.5],[0.25, 0.25, 0.25],[0.732667, 0.267333, 0.267333],[0.267333, 0.732667, 0.732667],[0.732667, 0.732667, 0.267333],[0.267333, 0.267333, 0.732667],[0.267333, 0.732667, 0.267333],[0.732667, 0.267333, 0.732667],[0.482667, 0.482667, 0.0173326],[0.0173326, 0.0173326, 0.482667],[0.482667, 0.0173326, 0.0173326],[0.0173326, 0.482667, 0.482667],[0.482667, 0.0173326, 0.482667],[0.0173326, 0.482667, 0.0173326]",1.9621,insulator-indirect,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",56.0,181.711,415.209,0.361121,55.6214,151.415,435.886,2.66189,3.44397e-05
"a,x4","10.8361,0.415836",aflow:287347360975e3fa,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Pr2Zr2_ICSD_150207,"14,4,4",O14Pr4Zr4,6.01635,-9.12397,-9.12397,22,0.36356,"7.66228,7.66228,7.66228,60,60,60","[0.334164, 0.915836, 0.415836],[0.915836, 0.334164, 0.834164],[0.915836, 0.334164, 0.415836],[0.334164, 0.915836, 0.834164],[0.334164, 0.334164, 0.415836],[0.915836, 0.915836, 0.834164],[0.665836, 0.0841644, 0.165836],[0.0841644, 0.665836, 0.584164],[0.0841644, 0.665836, 0.165836],[0.665836, 0.0841644, 0.584164],[0.665836, 0.665836, 0.584164],[0.0841644, 0.0841644, 0.165836],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0, 0.5, 0],[0.5, 0, 0],[0, 0, 0],[0, 0, 0.5],[0.5, 0, 0.5],[0, 0.5, 0.5]",3.4291,insulator-direct,"-0.007,-0.007,-0.007,-0.007,-0.007,-0.007,-0.007,-0.007,-0.007,-0.007,-0.007,-0.007,-0.032,-0.032,1.987,1.987,1.986,1.987,0,0,0,0",60.0,,,,,,,,
"a,x4","9.518,0.821494",aflow:2859f7f97921edc5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/In2O7Si2_ICSD_1458,"4,14,4",In4O14Si4,6.12875,-6.77045,-6.77045,22,0.0,"6.73026,6.73026,6.73026,60,60,60","[0, 0, 0],[0.5, 0, 0.5],[0, 0, 0.5],[0, 0.5, 0.5],[0.875, 0.875, 0.375],[0.125, 0.125, 0.625],[0.571494, 0.178506, 0.678506],[0.178506, 0.571494, 0.0714938],[0.571494, 0.571494, 0.678506],[0.178506, 0.178506, 0.0714938],[0.178506, 0.571494, 0.678506],[0.571494, 0.178506, 0.0714938],[0.821494, 0.821494, 0.928506],[0.428506, 0.428506, 0.321494],[0.821494, 0.428506, 0.928506],[0.428506, 0.821494, 0.321494],[0.821494, 0.428506, 0.321494],[0.428506, 0.821494, 0.928506],[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0.5, 0],[0.5, 0, 0]",1.9383,insulator-indirect,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",56.0,,,,,,,,
"a,x4","10.4824,0.838738",aflow:2abe19acdd8fcd02,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hf2Ho2O7_ICSD_162005,"4,4,14",Hf4Ho4O14,9.21326,-9.36745,-9.36745,22,0.0,"7.41219,7.41219,7.41219,60,60,60","[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5],[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0.338738, 0.338738, 0.411262],[0.911262, 0.911262, 0.838738],[0.338738, 0.911262, 0.411262],[0.911262, 0.338738, 0.838738],[0.911262, 0.338738, 0.411262],[0.338738, 0.911262, 0.838738],[0.0887382, 0.661262, 0.161262],[0.661262, 0.0887382, 0.588738],[0.0887382, 0.0887382, 0.161262],[0.661262, 0.661262, 0.588738],[0.0887382, 0.661262, 0.588738],[0.661262, 0.0887382, 0.161262],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125]",3.1166,insulator-indirect,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",56.0,171.933,448.315,0.263298,96.6444,244.181,471.953,5.91332,3.0352e-05
"a,x4","10.2424,0.830772",aflow:2b22c02fd653163d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Ti2Y2_ICSD_42702,"14,4,4",O14Ti4Y4,4.76732,-8.59561,-8.59561,22,0.0,"7.2425,7.2425,7.2425,60,60,60","[0.125, 0.625, 0.625],[0.875, 0.375, 0.375],[0.169228, 0.0807721, 0.669228],[0.580772, 0.669228, 0.0807721],[0.169228, 0.0807721, 0.0807721],[0.580772, 0.669228, 0.669228],[0.169228, 0.669228, 0.0807721],[0.580772, 0.0807721, 0.669228],[0.419228, 0.330772, 0.330772],[0.830772, 0.919228, 0.919228],[0.419228, 0.330772, 0.919228],[0.830772, 0.919228, 0.330772],[0.830772, 0.330772, 0.919228],[0.419228, 0.919228, 0.330772],[0, 0, 0],[0.5, 0.5, 0],[0.5, 0, 0],[0.5, 0, 0.5],[0.5, 0.5, 0.5],[0, 0, 0.5],[0, 0.5, 0.5],[0, 0.5, 0]",3.2925,insulator-indirect,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",56.0,,,,,,,,
"a,x4","10.6153,0.408392",aflow:2db3dbc9b38c36d7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Sn2Tb2_ICSD_159790,"14,4,4",O14Sn4Tb4,7.40993,-7.11239,-7.11239,22,0.0,"7.50616,7.50616,7.50616,60,60,60","[0.341608, 0.908392, 0.408392],[0.908392, 0.341608, 0.841608],[0.908392, 0.341608, 0.408392],[0.341608, 0.908392, 0.841608],[0.341608, 0.341608, 0.408392],[0.908392, 0.908392, 0.841608],[0.658392, 0.0916083, 0.158392],[0.0916083, 0.658392, 0.591608],[0.0916083, 0.658392, 0.158392],[0.658392, 0.0916083, 0.591608],[0.658392, 0.658392, 0.591608],[0.0916083, 0.0916083, 0.158392],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0, 0, 0.5],[0.5, 0, 0.5],[0, 0.5, 0.5],[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0, 0.5, 0],[0.5, 0, 0]",2.2249,insulator-direct,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",60.0,,,,,,,,
