aflow_prototype_params_list_relax,aflow_prototype_params_values_relax,auid,aurl,compound,geometry,positions_fractional
"a,x4","10.3427,0.822015",aflow:be91a11d8887b483,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd2O7Os2_ICSD_155770,Cd4O14Os4,"7.31339,7.31339,7.31339,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0.322015, 0.322015, 0.427985],[0.927985, 0.927985, 0.822015],[0.322015, 0.927985, 0.427985],[0.927985, 0.322015, 0.822015],[0.927985, 0.322015, 0.427985],[0.322015, 0.927985, 0.822015],[0.0720153, 0.677985, 0.177985],[0.677985, 0.0720153, 0.572015],[0.0720153, 0.0720153, 0.177985],[0.677985, 0.677985, 0.572015],[0.0720153, 0.677985, 0.572015],[0.677985, 0.0720153, 0.177985],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5]"
"a,x4","10.4531,0.817259",aflow:becda3d39931c656,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hg2O7Os2_ICSD_159798,Hg4O14Os4,"7.39143,7.39143,7.39143,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0.317259, 0.317259, 0.432741],[0.932741, 0.932741, 0.817259],[0.317259, 0.932741, 0.432741],[0.932741, 0.317259, 0.817259],[0.932741, 0.317259, 0.432741],[0.317259, 0.932741, 0.817259],[0.0672594, 0.682741, 0.182741],[0.682741, 0.0672594, 0.567259],[0.0672594, 0.0672594, 0.182741],[0.682741, 0.682741, 0.567259],[0.0672594, 0.682741, 0.567259],[0.682741, 0.0672594, 0.182741],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5]"
"a,x4","10.8216,0.836366",aflow:c1b44328f2767a11,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Nd2O7Sn2_ICSD_82958,Nd4O14Sn4,"7.65199,7.65199,7.65199,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0.5],[0.5, 0.5, 0],[0.5, 0, 0.5],[0.336366, 0.913634, 0.336366],[0.913634, 0.336366, 0.913634],[0.336366, 0.336366, 0.913634],[0.913634, 0.913634, 0.336366],[0.913634, 0.336366, 0.336366],[0.336366, 0.913634, 0.913634],[0.0863659, 0.0863659, 0.663634],[0.663634, 0.663634, 0.0863659],[0.0863659, 0.663634, 0.0863659],[0.663634, 0.0863659, 0.663634],[0.0863659, 0.663634, 0.663634],[0.663634, 0.0863659, 0.0863659],[0.375, 0.375, 0.375],[0.625, 0.625, 0.625],[0, 0, 0],[0.5, 0, 0],[0, 0, 0.5],[0, 0.5, 0]"
"a,x4","10.2617,0.838063",aflow:c1c40da078a99fb2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Dy2O7Ru2_ICSD_78151,Dy4O14Ru4,"7.25611,7.25611,7.25611,60,60,60","[0.375, 0.375, 0.875],[0.375, 0.375, 0.375],[0.375, 0.875, 0.375],[0.875, 0.375, 0.375],[0.213063, 0.786937, 0.213063],[0.786937, 0.213063, 0.786937],[0.786937, 0.213063, 0.213063],[0.213063, 0.786937, 0.786937],[0.786937, 0.786937, 0.213063],[0.213063, 0.213063, 0.786937],[0.536937, 0.963063, 0.963063],[0.963063, 0.536937, 0.536937],[0.963063, 0.536937, 0.963063],[0.536937, 0.963063, 0.536937],[0.963063, 0.963063, 0.536937],[0.536937, 0.536937, 0.963063],[0.5, 0.5, 0.5],[0.25, 0.25, 0.25],[0.875, 0.875, 0.375],[0.875, 0.875, 0.875],[0.875, 0.375, 0.875],[0.375, 0.875, 0.875]"
"a,x4","10.3706,0.411218",aflow:c180587aa9cd9240,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Pr2Ru2_ICSD_163397,O14Pr4Ru4,"7.33311,7.33311,7.33311,60,60,60","[0.338782, 0.911218, 0.411218],[0.911218, 0.338782, 0.838782],[0.911218, 0.338782, 0.411218],[0.338782, 0.911218, 0.838782],[0.338782, 0.338782, 0.411218],[0.911218, 0.911218, 0.838782],[0.661218, 0.0887821, 0.161218],[0.0887821, 0.661218, 0.588782],[0.0887821, 0.661218, 0.161218],[0.661218, 0.0887821, 0.588782],[0.661218, 0.661218, 0.588782],[0.0887821, 0.0887821, 0.161218],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0, 0.5, 0],[0.5, 0, 0],[0, 0, 0],[0, 0, 0.5],[0.5, 0, 0.5],[0, 0.5, 0.5]"
"a,x4","10.453,0.817262",aflow:c181e1f24c013ca9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hg2O7Os2_ICSD_159799,Hg4O14Os4,"7.39141,7.39141,7.39141,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0.317262, 0.317262, 0.432738],[0.932738, 0.932738, 0.817262],[0.317262, 0.932738, 0.432738],[0.932738, 0.317262, 0.817262],[0.932738, 0.317262, 0.432738],[0.317262, 0.932738, 0.817262],[0.0672619, 0.682738, 0.182738],[0.682738, 0.0672619, 0.567262],[0.0672619, 0.0672619, 0.182738],[0.682738, 0.682738, 0.567262],[0.0672619, 0.682738, 0.567262],[0.682738, 0.0672619, 0.182738],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5]"
"a,x4","10.9545,0.418754",aflow:c142dd8e4c90e6ef,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/La2O7Zr2_ICSD_150206,La4O14Zr4,"7.74602,7.74602,7.74602,60,60,60","[0.5, 0.5, 0.5],[0.5, 0, 0.5],[0, 0, 0.5],[0.5, 0, 0],[0.668754, 0.581246, 0.0812458],[0.0812458, 0.168754, 0.668754],[0.0812458, 0.581246, 0.668754],[0.668754, 0.168754, 0.0812458],[0.668754, 0.581246, 0.668754],[0.0812458, 0.168754, 0.0812458],[0.331246, 0.831246, 0.918754],[0.918754, 0.418754, 0.331246],[0.918754, 0.831246, 0.331246],[0.331246, 0.418754, 0.918754],[0.331246, 0.418754, 0.331246],[0.918754, 0.831246, 0.918754],[0.625, 0.125, 0.625],[0.375, 0.875, 0.375],[0, 0, 0],[0, 0.5, 0],[0.5, 0.5, 0],[0, 0.5, 0.5]"
"a,x4","10.5329,0.415794",aflow:c3e7986ac115a134,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Nd2O7Pt2_ICSD_402456,Nd4O14Pt4,"7.44791,7.44791,7.44791,60,60,60","[0, 0, 0],[0.5, 0, 0],[0, 0.5, 0],[0, 0, 0.5],[0.584206, 0.584206, 0.165794],[0.165794, 0.165794, 0.584206],[0.584206, 0.165794, 0.584206],[0.165794, 0.584206, 0.165794],[0.165794, 0.584206, 0.584206],[0.584206, 0.165794, 0.165794],[0.834206, 0.415794, 0.834206],[0.415794, 0.834206, 0.415794],[0.834206, 0.834206, 0.415794],[0.415794, 0.415794, 0.834206],[0.834206, 0.415794, 0.415794],[0.415794, 0.834206, 0.834206],[0.875, 0.875, 0.875],[0.125, 0.125, 0.125],[0.5, 0.5, 0.5],[0, 0.5, 0.5],[0.5, 0, 0.5],[0.5, 0.5, 0]"
"a,x4","10.6152,0.841625",aflow:c4732fa16eb24522,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Sn2Tb2_ICSD_82959,O14Sn4Tb4,"7.50609,7.50609,7.50609,60,60,60","[0.341625, 0.341625, 0.408375],[0.908375, 0.908375, 0.841625],[0.341625, 0.908375, 0.408375],[0.908375, 0.341625, 0.841625],[0.908375, 0.341625, 0.408375],[0.341625, 0.908375, 0.841625],[0.0916253, 0.658375, 0.158375],[0.658375, 0.0916253, 0.591625],[0.0916253, 0.0916253, 0.158375],[0.658375, 0.658375, 0.591625],[0.0916253, 0.658375, 0.591625],[0.658375, 0.0916253, 0.158375],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5],[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0]"
"a,x4","10.8273,0.887034",aflow:c733c86b1419cb30,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/La2O7Zr2_ICSD_184101,La4O14Zr4,"7.65606,7.65606,7.65606,60,60,60","[0.5, 0.5, 0.5],[0.5, 0, 0],[0.5, 0.5, 0],[0, 0.5, 0],[0.887034, 0.362966, 0.387034],[0.362966, 0.887034, 0.862966],[0.362966, 0.362966, 0.387034],[0.887034, 0.887034, 0.862966],[0.362966, 0.887034, 0.387034],[0.887034, 0.362966, 0.862966],[0.112966, 0.112966, 0.137034],[0.637034, 0.637034, 0.612966],[0.637034, 0.112966, 0.137034],[0.112966, 0.637034, 0.612966],[0.637034, 0.112966, 0.612966],[0.112966, 0.637034, 0.137034],[0.125, 0.125, 0.625],[0.875, 0.875, 0.375],[0, 0, 0],[0, 0.5, 0.5],[0, 0, 0.5],[0.5, 0, 0.5]"
"a,x4","10.5041,0.432608",aflow:c797feae085b5786,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd2Nb2O7_ICSD_168999,Cd4Nb4O14,"7.42755,7.42755,7.42755,60,60,60","[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0],[0, 0, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.625, 0.625, 0.625],[0.375, 0.375, 0.375],[0.682608, 0.0673922, 0.0673922],[0.0673922, 0.682608, 0.682608],[0.0673922, 0.682608, 0.0673922],[0.682608, 0.0673922, 0.682608],[0.0673922, 0.0673922, 0.682608],[0.682608, 0.682608, 0.0673922],[0.317392, 0.932608, 0.317392],[0.932608, 0.317392, 0.932608],[0.932608, 0.317392, 0.317392],[0.317392, 0.932608, 0.932608],[0.932608, 0.932608, 0.317392],[0.317392, 0.317392, 0.932608]"
"a,x4","10.9011,0.432436",aflow:c809fa92b0ea63ea,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cu2F6Hg2S1_ICSD_27327,Cu4F12Hg4S2,"7.70823,7.70823,7.70823,60,60,60","[0, 0, 0],[0.5, 0.5, 0],[0.5, 0, 0],[0.5, 0, 0.5],[0.567564, 0.682436, 0.0675643],[0.182436, 0.0675643, 0.682436],[0.567564, 0.682436, 0.682436],[0.182436, 0.0675643, 0.0675643],[0.567564, 0.0675643, 0.682436],[0.182436, 0.682436, 0.0675643],[0.817564, 0.932436, 0.932436],[0.432436, 0.317564, 0.317564],[0.817564, 0.932436, 0.317564],[0.432436, 0.317564, 0.932436],[0.432436, 0.932436, 0.317564],[0.817564, 0.317564, 0.932436],[0.5, 0.5, 0.5],[0, 0, 0.5],[0, 0.5, 0.5],[0, 0.5, 0],[0.125, 0.625, 0.625],[0.875, 0.375, 0.375]"
"a,x4","10.6126,0.427623",aflow:c8ceda96a42c3e88,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Eu2Mo2O7_ICSD_173946,Eu4Mo4O14,"7.50426,7.50426,7.50426,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0.5, 0],[0.5, 0, 0],[0, 0, 0],[0.5, 0, 0.5],[0, 0, 0.5],[0, 0.5, 0.5],[0.625, 0.625, 0.125],[0.375, 0.375, 0.875],[0.677623, 0.0723774, 0.572377],[0.0723774, 0.677623, 0.177623],[0.677623, 0.677623, 0.572377],[0.0723774, 0.0723774, 0.177623],[0.0723774, 0.677623, 0.572377],[0.677623, 0.0723774, 0.177623],[0.927623, 0.927623, 0.822377],[0.322377, 0.322377, 0.427623],[0.927623, 0.322377, 0.822377],[0.322377, 0.927623, 0.427623],[0.927623, 0.322377, 0.427623],[0.322377, 0.927623, 0.822377]"
"a,x4","10.6145,0.841631",aflow:cedf17a4e9dbe94a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Sn2Tb2_ICSD_159788,O14Sn4Tb4,"7.50561,7.50561,7.50561,60,60,60","[0.408369, 0.341631, 0.341631],[0.841631, 0.908369, 0.908369],[0.408369, 0.341631, 0.908369],[0.841631, 0.908369, 0.341631],[0.408369, 0.908369, 0.341631],[0.841631, 0.341631, 0.908369],[0.158369, 0.0916308, 0.658369],[0.591631, 0.658369, 0.0916308],[0.158369, 0.0916308, 0.0916308],[0.591631, 0.658369, 0.658369],[0.591631, 0.0916308, 0.658369],[0.158369, 0.658369, 0.0916308],[0.875, 0.375, 0.375],[0.125, 0.625, 0.625],[0, 0, 0],[0.5, 0.5, 0],[0.5, 0, 0.5],[0.5, 0, 0],[0.5, 0.5, 0.5],[0, 0, 0.5],[0, 0.5, 0],[0, 0.5, 0.5]"
"a,x4","10.5066,0.405442",aflow:d07be6ef67169729,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Sn2Tm2_ICSD_82963,O14Sn4Tm4,"7.42928,7.42928,7.42928,60,60,60","[0.594558, 0.655442, 0.0945582],[0.155442, 0.0945582, 0.655442],[0.594558, 0.655442, 0.655442],[0.155442, 0.0945582, 0.0945582],[0.594558, 0.0945582, 0.655442],[0.155442, 0.655442, 0.0945582],[0.844558, 0.905442, 0.905442],[0.405442, 0.344558, 0.344558],[0.844558, 0.905442, 0.344558],[0.405442, 0.344558, 0.905442],[0.405442, 0.905442, 0.344558],[0.844558, 0.344558, 0.905442],[0.125, 0.625, 0.625],[0.875, 0.375, 0.375],[0, 0, 0],[0.5, 0.5, 0],[0.5, 0, 0],[0.5, 0, 0.5],[0.5, 0.5, 0.5],[0, 0, 0.5],[0, 0.5, 0.5],[0, 0.5, 0]"
"a,x4","10.24,0.830869",aflow:d0f4b2501a789602,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Ti2Y2_ICSD_160111,O14Ti4Y4,"7.24074,7.24074,7.24074,60,60,60","[0.794131, 0.205869, 0.205869],[0.205869, 0.794131, 0.794131],[0.794131, 0.794131, 0.205869],[0.205869, 0.205869, 0.794131],[0.205869, 0.794131, 0.205869],[0.794131, 0.205869, 0.794131],[0.544131, 0.544131, 0.955869],[0.955869, 0.955869, 0.544131],[0.544131, 0.955869, 0.955869],[0.955869, 0.544131, 0.544131],[0.544131, 0.955869, 0.544131],[0.955869, 0.544131, 0.955869],[0.5, 0.5, 0.5],[0.25, 0.25, 0.25],[0.875, 0.875, 0.375],[0.375, 0.875, 0.875],[0.875, 0.875, 0.875],[0.875, 0.375, 0.875],[0.375, 0.375, 0.875],[0.875, 0.375, 0.375],[0.375, 0.375, 0.375],[0.375, 0.875, 0.375]"
"a,x4","10.4283,0.831568",aflow:d1c53dfc3ace44df,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi2Ir2O7_ICSD_161103,Bi4Ir4O14,"7.37389,7.37389,7.37389,60,60,60","[0.5, 0.5, 0.5],[0, 0, 0.5],[0, 0.5, 0],[0, 0.5, 0.5],[0, 0, 0],[0.5, 0.5, 0],[0.5, 0, 0.5],[0.5, 0, 0],[0.418432, 0.331568, 0.331568],[0.831568, 0.918432, 0.918432],[0.418432, 0.331568, 0.918432],[0.831568, 0.918432, 0.331568],[0.418432, 0.918432, 0.331568],[0.831568, 0.331568, 0.918432],[0.168432, 0.0815681, 0.668432],[0.581568, 0.668432, 0.0815681],[0.168432, 0.0815681, 0.0815681],[0.581568, 0.668432, 0.668432],[0.581568, 0.0815681, 0.668432],[0.168432, 0.668432, 0.0815681],[0.875, 0.375, 0.375],[0.125, 0.625, 0.625]"
"a,x4","10.9541,0.418577",aflow:d146f4324e1aee9e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/La2O7Zr2_ICSD_15165,La4O14Zr4,"7.74569,7.74569,7.74569,60,60,60","[0.875, 0.875, 0.375],[0.375, 0.875, 0.875],[0.875, 0.875, 0.875],[0.875, 0.375, 0.875],[0.706423, 0.293577, 0.293577],[0.293577, 0.706423, 0.706423],[0.706423, 0.706423, 0.293577],[0.293577, 0.293577, 0.706423],[0.293577, 0.706423, 0.293577],[0.706423, 0.293577, 0.706423],[0.456423, 0.456423, 0.043577],[0.043577, 0.043577, 0.456423],[0.456423, 0.043577, 0.043577],[0.043577, 0.456423, 0.456423],[0.456423, 0.043577, 0.456423],[0.043577, 0.456423, 0.043577],[0, 0, 0],[0.75, 0.75, 0.75],[0.375, 0.375, 0.875],[0.875, 0.375, 0.375],[0.375, 0.375, 0.375],[0.375, 0.875, 0.375]"
"a,x4","10.2783,0.412604",aflow:d3ff64cbbc976ffe,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Ru2Y2_ICSD_73799,O14Ru4Y4,"7.26783,7.26783,7.26783,60,60,60","[0.212396, 0.212396, 0.787604],[0.787604, 0.787604, 0.212396],[0.212396, 0.787604, 0.787604],[0.787604, 0.212396, 0.212396],[0.787604, 0.212396, 0.787604],[0.212396, 0.787604, 0.212396],[0.462396, 0.0376039, 0.0376039],[0.0376039, 0.462396, 0.462396],[0.462396, 0.462396, 0.0376039],[0.0376039, 0.0376039, 0.462396],[0.462396, 0.0376039, 0.462396],[0.0376039, 0.462396, 0.0376039],[0.5, 0.5, 0.5],[0.75, 0.75, 0.75],[0.125, 0.125, 0.625],[0.625, 0.125, 0.125],[0.125, 0.625, 0.125],[0.125, 0.125, 0.125],[0.625, 0.625, 0.125],[0.125, 0.625, 0.625],[0.625, 0.125, 0.625],[0.625, 0.625, 0.625]"
"a,x4","10.1445,0.831428",aflow:d308c5f751061c6e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ni2O7Sb2_ICSD_247303,Ni4O14Sb4,"7.17326,7.17326,7.17326,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0.331428, 0.331428, 0.418572],[0.918572, 0.918572, 0.831428],[0.331428, 0.918572, 0.418572],[0.918572, 0.331428, 0.831428],[0.918572, 0.331428, 0.418572],[0.331428, 0.918572, 0.831428],[0.0814276, 0.668572, 0.168572],[0.668572, 0.0814276, 0.581428],[0.0814276, 0.0814276, 0.168572],[0.668572, 0.668572, 0.581428],[0.0814276, 0.668572, 0.581428],[0.668572, 0.0814276, 0.168572],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5]"
"a,x4","10.9546,0.831303",aflow:d7291827efdc2c9c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/La2O7Zr2_ICSD_51573,La4O14Zr4,"7.74608,7.74608,7.74608,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0.331303, 0.331303, 0.418697],[0.918697, 0.918697, 0.831303],[0.331303, 0.918697, 0.418697],[0.918697, 0.331303, 0.831303],[0.918697, 0.331303, 0.418697],[0.331303, 0.918697, 0.831303],[0.0813031, 0.668697, 0.168697],[0.668697, 0.0813031, 0.581303],[0.0813031, 0.0813031, 0.168697],[0.668697, 0.668697, 0.581303],[0.0813031, 0.668697, 0.581303],[0.668697, 0.0813031, 0.168697],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5]"
"a,x4","10.6064,0.408216",aflow:d7d99f26b0f9b5e4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Sn2Y2_ICSD_84803,O14Sn4Y4,"7.49985,7.49985,7.49985,60,60,60","[0.341784, 0.908216, 0.408216],[0.908216, 0.341784, 0.841784],[0.908216, 0.341784, 0.408216],[0.341784, 0.908216, 0.841784],[0.341784, 0.341784, 0.408216],[0.908216, 0.908216, 0.841784],[0.658216, 0.0917843, 0.158216],[0.0917843, 0.658216, 0.591784],[0.0917843, 0.658216, 0.158216],[0.658216, 0.0917843, 0.591784],[0.658216, 0.658216, 0.591784],[0.0917843, 0.0917843, 0.158216],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0, 0, 0.5],[0.5, 0, 0.5],[0, 0.5, 0.5],[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0, 0.5, 0],[0.5, 0, 0]"
"a,x4","10.8224,0.363123",aflow:d7aa254df71619ca,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/La2O7Zr2_ICSD_184093,La4O14Zr4,"7.65256,7.65256,7.65256,60,60,60","[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0, 0.5, 0.5],[0.5, 0, 0.5],[0.636877, 0.113123, 0.636877],[0.113123, 0.636877, 0.113123],[0.113123, 0.636877, 0.636877],[0.636877, 0.113123, 0.113123],[0.636877, 0.636877, 0.113123],[0.113123, 0.113123, 0.636877],[0.363123, 0.886877, 0.886877],[0.886877, 0.363123, 0.363123],[0.886877, 0.363123, 0.886877],[0.363123, 0.886877, 0.363123],[0.363123, 0.363123, 0.886877],[0.886877, 0.886877, 0.363123],[0.875, 0.875, 0.875],[0.125, 0.125, 0.125],[0, 0, 0],[0, 0, 0.5],[0.5, 0, 0],[0, 0.5, 0]"
"a,x4","10.4531,0.43274",aflow:d9a6d06689742a20,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hg2O7Os2_ICSD_159805,Hg4O14Os4,"7.39142,7.39142,7.39142,60,60,60","[0.5, 0.5, 0.5],[0.5, 0, 0],[0.5, 0, 0.5],[0, 0, 0.5],[0.0672601, 0.56726, 0.68274],[0.68274, 0.18274, 0.0672601],[0.68274, 0.56726, 0.68274],[0.0672601, 0.18274, 0.0672601],[0.68274, 0.56726, 0.0672601],[0.0672601, 0.18274, 0.68274],[0.93274, 0.81726, 0.93274],[0.31726, 0.43274, 0.31726],[0.31726, 0.81726, 0.93274],[0.93274, 0.43274, 0.31726],[0.31726, 0.43274, 0.93274],[0.93274, 0.81726, 0.31726],[0.625, 0.125, 0.625],[0.375, 0.875, 0.375],[0, 0, 0],[0, 0.5, 0.5],[0, 0.5, 0],[0.5, 0.5, 0]"
"a,x4","10.0821,0.433128",aflow:d93ab2e8e19420a4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7V2Yb2_ICSD_32689,O14V4Yb4,"7.12913,7.12913,7.12913,60,60,60","[0.816872, 0.433128, 0.433128],[0.433128, 0.816872, 0.816872],[0.433128, 0.816872, 0.433128],[0.816872, 0.433128, 0.816872],[0.433128, 0.433128, 0.816872],[0.816872, 0.816872, 0.433128],[0.183128, 0.566872, 0.566872],[0.566872, 0.183128, 0.183128],[0.183128, 0.183128, 0.566872],[0.566872, 0.566872, 0.183128],[0.183128, 0.566872, 0.183128],[0.566872, 0.183128, 0.566872],[0.125, 0.125, 0.125],[0.875, 0.875, 0.875],[0.5, 0.5, 0.5],[0, 0.5, 0.5],[0.5, 0.5, 0],[0.5, 0, 0.5],[0, 0, 0],[0.5, 0, 0],[0, 0, 0.5],[0, 0.5, 0]"
"a,x4","10.474,0.835775",aflow:da96040e29db5027,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Gd2Mo2O7_ICSD_159774,Gd4Mo4O14,"7.40624,7.40624,7.40624,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5],[0.335775, 0.335775, 0.414225],[0.914225, 0.914225, 0.835775],[0.335775, 0.914225, 0.414225],[0.914225, 0.335775, 0.835775],[0.914225, 0.335775, 0.414225],[0.335775, 0.914225, 0.835775],[0.0857749, 0.664225, 0.164225],[0.664225, 0.0857749, 0.585775],[0.0857749, 0.0857749, 0.164225],[0.664225, 0.664225, 0.585775],[0.0857749, 0.664225, 0.585775],[0.664225, 0.0857749, 0.164225],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125]"
"a,x4","10.4511,0.817522",aflow:dbab413fae29930e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hg2O7Os2_ICSD_159809,Hg4O14Os4,"7.39003,7.39003,7.39003,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0.317522, 0.317522, 0.432478],[0.932478, 0.932478, 0.817522],[0.317522, 0.932478, 0.432478],[0.932478, 0.317522, 0.817522],[0.932478, 0.317522, 0.432478],[0.317522, 0.932478, 0.817522],[0.0675224, 0.682478, 0.182478],[0.682478, 0.0675224, 0.567522],[0.0675224, 0.0675224, 0.182478],[0.682478, 0.682478, 0.567522],[0.0675224, 0.682478, 0.567522],[0.682478, 0.0675224, 0.182478],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5]"
"a,x4","10.3838,0.426343",aflow:dbe2738efe3601bf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Ru2Tl2_ICSD_51158,O14Ru4Tl4,"7.34245,7.34245,7.34245,60,60,60","[0.426343, 0.926343, 0.323657],[0.823657, 0.323657, 0.926343],[0.426343, 0.323657, 0.323657],[0.823657, 0.926343, 0.926343],[0.426343, 0.323657, 0.926343],[0.823657, 0.926343, 0.323657],[0.176343, 0.0736568, 0.0736568],[0.573657, 0.676343, 0.676343],[0.176343, 0.676343, 0.0736568],[0.573657, 0.0736568, 0.676343],[0.573657, 0.676343, 0.0736568],[0.176343, 0.0736568, 0.676343],[0.875, 0.375, 0.375],[0.125, 0.625, 0.625],[0, 0, 0],[0.5, 0, 0.5],[0.5, 0, 0],[0.5, 0.5, 0],[0.5, 0.5, 0.5],[0, 0.5, 0],[0, 0.5, 0.5],[0, 0, 0.5]"
"a,x4","10.8235,0.363195",aflow:dcda1dc86d527c02,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/La2O7Zr2_ICSD_184089,La4O14Zr4,"7.65334,7.65334,7.65334,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0.363195, 0.363195, 0.386805],[0.886805, 0.886805, 0.863195],[0.363195, 0.886805, 0.386805],[0.886805, 0.363195, 0.863195],[0.886805, 0.363195, 0.386805],[0.363195, 0.886805, 0.863195],[0.113195, 0.636805, 0.136805],[0.636805, 0.113195, 0.613195],[0.113195, 0.113195, 0.136805],[0.636805, 0.636805, 0.613195],[0.113195, 0.636805, 0.613195],[0.636805, 0.113195, 0.136805],[0.125, 0.125, 0.625],[0.875, 0.875, 0.375],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5]"
