Composition,Sample A,Sample B,Lattice Parameter (Angstrom),data_source,compound_type,a_stoich_json,b_stoich_json,Temperature,density_calc,is_single_phase,a_site_n_elements,a_site_entropy,a_site_mean_radius,a_site_radius_variance,a_site_radius_std,a_site_delta,a_site_en_mean,a_site_en_variance,a_site_mean_atomic_num,a_site_mean_molar_mass,b_site_n_elements,b_site_entropy,b_site_mean_radius,b_site_radius_variance,b_site_radius_std,b_site_delta,b_site_en_mean,b_site_en_variance,b_site_mean_atomic_num,b_site_mean_molar_mass,a_b_radius_ratio,total_entropy,total_delta,phonon_scattering_factor,n_total_elements,site_asymmetry,en_site_contrast,mass_site_contrast,lattice_volume,density_theoretical
Didysprosium heptaoxodititanate,Dy,Ti,10.1062,icsd_literature,pristine,"{""Dy"": 1.0}","{""Ti"": 1.0}",70.0,6.86,1.0,1.0,-0.0,1.027,0.0,0.0,0.0,1.23,0.0,66.0,162.5,1.0,-0.0,0.605,0.0,0.0,0.0,1.54,0.0,22.0,47.87,1.6975206611570246,-0.0,0.0,-0.0,2.0,0.0,0.31000000000000005,114.63,1032.199550970328,6.858237338592071
Dysprosium zirconium oxide (2/2/7),Dy,Zr,10.4588,icsd_literature,pristine,"{""Dy"": 1.0}","{""Zr"": 1.0}",293.0,7.19,1.0,1.0,-0.0,1.027,0.0,0.0,0.0,1.23,0.0,66.0,162.5,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.426388888888889,-0.0,0.0,-0.0,2.0,0.0,0.10000000000000009,71.28,1144.051499425472,7.191440765775924
Samarium erbium dititanate,"Er,Sm",Ti,10.156,icsd_literature,high_entropy,"{""Sm"": 0.5, ""Er"": 0.5}","{""Ti"": 1.0}",293.0,6.66,1.0,2.0,5.762825659175385,1.0415,0.0014062499999999982,0.03749999999999998,0.03600576092174751,1.205,0.0012250000000000021,65.0,158.81,1.0,-0.0,0.605,0.0,0.0,0.0,1.54,0.0,22.0,47.87,1.7214876033057853,5.762825659175385,0.03600576092174751,0.2074949229179809,3.0,1.0,0.33499999999999996,110.94,1047.533876416,6.661257213755724
Dierbium dimanganate(IV),Er,Mn,9.875,icsd_literature,pristine,"{""Er"": 1.0}","{""Mn"": 1.0}",293.0,7.68,1.0,1.0,-0.0,1.004,0.0,0.0,0.0,1.24,0.0,68.0,167.26,1.0,-0.0,0.67,0.0,0.0,0.0,1.55,0.0,25.0,54.938,1.498507462686567,-0.0,0.0,-0.0,2.0,0.0,0.31000000000000005,112.32199999999999,962.966796875,7.677884727624349
Dierbium distannate,Er,Sn,10.3504,icsd_literature,pristine,"{""Er"": 1.0}","{""Sn"": 1.0}",293.0,8.19,1.0,1.0,-0.0,1.004,0.0,0.0,0.0,1.24,0.0,68.0,167.26,1.0,-0.0,0.69,0.0,0.0,0.0,1.96,0.0,50.0,118.71,1.455072463768116,-0.0,0.0,-0.0,2.0,0.0,0.72,48.55,1108.8464269680642,8.191998857115994
Dierbium distannate,Er,Sn,10.3504,icsd_literature,pristine,"{""Er"": 1.0}","{""Sn"": 1.0}",295.0,8.19,1.0,1.0,-0.0,1.004,0.0,0.0,0.0,1.24,0.0,68.0,167.26,1.0,-0.0,0.69,0.0,0.0,0.0,1.96,0.0,50.0,118.71,1.455072463768116,-0.0,0.0,-0.0,2.0,0.0,0.72,48.55,1108.8464269680642,8.191998857115994
Dierbium ditin heptaoxide,Er,Sn,10.3616,icsd_literature,pristine,"{""Er"": 1.0}","{""Sn"": 1.0}",299.0,8.17,1.0,1.0,-0.0,1.004,0.0,0.0,0.0,1.24,0.0,68.0,167.26,1.0,-0.0,0.69,0.0,0.0,0.0,1.96,0.0,50.0,118.71,1.455072463768116,-0.0,0.0,-0.0,2.0,0.0,0.72,48.55,1112.4499176488957,8.168727700395342
Dierbium ditechnate(IV),Er,Tc,10.194,icsd_literature,pristine,"{""Er"": 1.0}","{""Tc"": 1.0}",293.0,8.08,1.0,1.0,-0.0,1.004,0.0,0.0,0.0,1.24,0.0,68.0,167.26,1.0,-0.0,0.74,0.0,0.0,0.0,1.9,0.0,43.0,98.0,1.3567567567567569,-0.0,0.0,-0.0,2.0,0.0,0.6599999999999999,69.25999999999999,1059.3363813840003,8.068765626918637
Dierbium di-titanate,Er,Ti,10.2557,icsd_literature,pristine,"{""Er"": 1.0}","{""Ti"": 1.0}",1818.0,6.68,1.0,1.0,-0.0,1.004,0.0,0.0,0.0,1.24,0.0,68.0,167.26,1.0,-0.0,0.605,0.0,0.0,0.0,1.54,0.0,22.0,47.87,1.659504132231405,-0.0,0.0,-0.0,2.0,0.0,0.30000000000000004,119.38999999999999,1078.6881930026927,6.679111219156399
Dierbium dititanate,Er,Ti,10.090608333333334,icsd_literature,pristine,"{""Er"": 1.0}","{""Ti"": 1.0}",293.0,7.04,1.0,1.0,-0.0,1.004,0.0,0.0,0.0,1.24,0.0,68.0,167.26,1.0,-0.0,0.605,0.0,0.0,0.0,1.54,0.0,22.0,47.87,1.659504132231405,-0.0,0.0,-0.0,2.0,0.0,0.30000000000000004,119.38999999999999,1027.4295399847274,7.025700105994982
Dierbium heptaoxodititanate,Er,Ti,10.077044,icsd_literature,pristine,"{""Er"": 1.0}","{""Ti"": 1.0}",295.0,7.04,1.0,1.0,-0.0,1.004,0.0,0.0,0.0,1.24,0.0,68.0,167.26,1.0,-0.0,0.605,0.0,0.0,0.0,1.54,0.0,22.0,47.87,1.659504132231405,-0.0,0.0,-0.0,2.0,0.0,0.30000000000000004,119.38999999999999,1023.2917306541556,7.039875847061021
Dierbium di-titanate,Er,Ti,10.0801,icsd_literature,pristine,"{""Er"": 1.0}","{""Ti"": 1.0}",298.15,7.03,1.0,1.0,-0.0,1.004,0.0,0.0,0.0,1.24,0.0,68.0,167.26,1.0,-0.0,0.605,0.0,0.0,0.0,1.54,0.0,22.0,47.87,1.659504132231405,-0.0,0.0,-0.0,2.0,0.0,0.30000000000000004,119.38999999999999,1024.222994222401,7.031675438400402
Erbium zirconium oxide (2/2/7),Er,Zr,10.4108,icsd_literature,pristine,"{""Er"": 1.0}","{""Zr"": 1.0}",293.0,7.4,1.0,1.0,-0.0,1.004,0.0,0.0,0.0,1.24,0.0,68.0,167.26,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.3944444444444446,-0.0,0.0,-0.0,2.0,0.0,0.09000000000000008,76.03999999999999,1128.372024427712,7.402456429218986
Yttrium europium zirconium tin oxide (1.98/0.02/1/1/7),"Eu,Y","Sn,Zr",10.35,icsd_literature,high_entropy,"{""Y"": 0.99, ""Eu"": 0.01}","{""Zr"": 0.5, ""Sn"": 0.5}",293.0,6.0,1.0,2.0,0.4655967566262008,1.0194699999999999,2.1869100000000143e-05,0.004676440954401129,0.004587129542214215,1.2198,3.960000000000007e-06,39.24,89.5405,2.0,5.762825659175385,0.705,0.0002250000000000004,0.015000000000000013,0.021276595744680826,1.645,0.09922499999999997,45.0,104.965,1.4460567375886524,6.228422415801585,0.02586372528689504,0.16109020633303134,4.0,0.0,0.4252,15.424500000000009,1108.7178749999998,6.0015490993652705
Gadolinium europium titanium oxide (1.9/0.1/2/7),"Eu,Gd",Ti,10.187,icsd_literature,high_entropy,"{""Gd"": 0.95, ""Eu"": 0.05}","{""Ti"": 1.0}",293.0,6.55,1.0,2.0,1.6504557331775846,1.0536499999999998,8.027500000000151e-06,0.0028332843133014643,0.00268901847226449,1.2,0.0,63.949999999999996,156.9855,1.0,-0.0,0.605,0.0,0.0,0.0,1.54,0.0,22.0,47.87,1.741570247933884,1.6504557331775846,0.00268901847226449,0.004438105954169358,3.0,1.0,0.3400000000000001,109.1155,1057.1556092029998,6.5530103113904845
Lanthanum-1.9 europium-0.1 heptaoxo-dihafnate,"Eu,La",Hf,10.765,icsd_literature,high_entropy,"{""La"": 0.95, ""Eu"": 0.05}","{""Hf"": 1.0}",293.0,7.97,1.0,2.0,1.6504557331775846,1.1552999999999998,0.00041970999999999876,0.020486825034641134,0.017732904903177655,1.105,0.00047499999999999875,57.3,139.5625,1.0,-0.0,0.71,0.0,0.0,0.0,1.3,0.0,72.0,178.49,1.627183098591549,1.6504557331775846,0.017732904903177655,0.029267374563342462,3.0,1.0,0.19500000000000006,38.92750000000001,1247.5044471250003,7.9682695381736
Yttrium europium titanium oxide,"Eu,Y",Ti,10.1,icsd_literature,high_entropy,"{""Y"": 0.95, ""Eu"": 0.05}","{""Ti"": 1.0}",293.0,5.05,1.0,2.0,1.6504557331775846,1.0213499999999998,0.00010492750000000068,0.010243412517320616,0.010029287234856459,1.219,1.9000000000000035e-05,40.199999999999996,92.06249999999999,1.0,-0.0,0.605,0.0,0.0,0.0,1.54,0.0,22.0,47.87,1.6881818181818178,1.6504557331775846,0.010029287234856459,0.016552894616453605,3.0,1.0,0.32099999999999995,44.19249999999999,1030.301,5.051338813136276
Gadolinium europium titanium oxide (1.8/0.2/2/7),"Eu,Gd",Ti,10.188,icsd_literature,high_entropy,"{""Gd"": 0.9, ""Eu"": 0.1}","{""Ti"": 1.0}",293.0,6.55,1.0,2.0,2.7027398407765,1.0543,1.5210000000000288e-05,0.003900000000000037,0.0036991368680641345,1.2000000000000002,4.930380657631324e-32,63.900000000000006,156.721,1.0,-0.0,0.605,0.0,0.0,0.0,1.54,0.0,22.0,47.87,1.7426446280991736,2.7027398407765,0.0036991368680641345,0.00999780458980214,3.0,1.0,0.33999999999999986,108.851,1057.4669646720001,6.548722320005609
Lanthanum europium zirconium oxide (1.8/0.2/2/7),"Eu,La",Zr,10.7999,icsd_literature,high_entropy,"{""La"": 0.9, ""Eu"": 0.1}","{""Zr"": 1.0}",293.0,6.06,1.0,2.0,2.7027398407765,1.1506,0.0007952399999999977,0.02819999999999996,0.024508951851208004,1.11,0.0008999999999999977,57.60000000000001,140.215,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.5980555555555558,2.7027398407765,0.024508951851208004,0.06624132062393283,3.0,1.0,0.21999999999999997,48.995000000000005,1259.6770083239987,6.061305327322225
Yttrium europium titanium oxide,"Eu,Y",Ti,10.105,icsd_literature,high_entropy,"{""Y"": 0.9, ""Eu"": 0.1}","{""Ti"": 1.0}",293.0,5.13,1.0,2.0,2.7027398407765,1.0236999999999998,0.0001988100000000013,0.014100000000000047,0.013773566474553134,1.218,3.600000000000006e-05,41.400000000000006,95.215,1.0,-0.0,0.605,0.0,0.0,0.0,1.54,0.0,22.0,47.87,1.692066115702479,2.7027398407765,0.013773566474553134,0.03722636686035828,3.0,1.0,0.32200000000000006,47.345000000000006,1031.8319076250002,5.128178324037366
Lanthanum neodymium europium gadolinium ytterbium dizirconium heptaoxide,"Eu,Gd,La,Nd,Yb",Zr,10.5858,icsd_literature,high_entropy,"{""La"": 0.2, ""Nd"": 0.2, ""Eu"": 0.2, ""Gd"": 0.2, ""Yb"": 0.2}","{""Zr"": 1.0}",293.0,6.73,1.0,5.0,13.380866803977112,1.0746,0.003409039999999998,0.058386984851077885,0.054333691467595306,1.1480000000000001,0.002015999999999995,62.800000000000004,153.08,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.4925000000000002,13.380866803977112,0.054333691467595306,0.7270318884962804,6.0,4.0,0.18199999999999994,61.860000000000014,1186.2358732887124,6.728051473482111
Lanthanum samarium europium gadolinium ytterbium dizirconium heptaoxide,"Eu,Gd,La,Sm,Yb",Zr,10.5763,icsd_literature,high_entropy,"{""La"": 0.2, ""Sm"": 0.2, ""Eu"": 0.2, ""Gd"": 0.2, ""Yb"": 0.2}","{""Zr"": 1.0}",293.0,6.77,1.0,5.0,13.380866803977112,1.0686,0.0031402399999999977,0.056037844355399664,0.05244043080235793,1.154,0.0020639999999999942,63.2,154.304,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.4841666666666666,13.380866803977112,0.05244043080235793,0.7016984197095301,6.0,4.0,0.17600000000000016,63.084,1183.045052429947,6.770866558458803
Gadolinium europium titanium oxide (1.8/0.2/2/7),"Eu,Gd",Ti,10.191,icsd_literature,high_entropy,"{""Gd"": 0.75, ""Eu"": 0.25}","{""Ti"": 1.0}",293.0,6.52,1.0,2.0,4.675254392360772,1.05625,3.16875000000006e-05,0.005629165124598904,0.005329387100211997,1.2,0.0,63.75,155.9275,1.0,-0.0,0.605,0.0,0.0,0.0,1.54,0.0,22.0,47.87,1.7458677685950412,4.675254392360772,0.005329387100211997,0.02491624044885698,3.0,1.0,0.3400000000000001,108.0575,1058.4013978710002,6.520872352841245
Yttrium europium titanium oxide,"Eu,Y",Ti,10.119,icsd_literature,high_entropy,"{""Y"": 0.75, ""Eu"": 0.25}","{""Ti"": 1.0}",293.0,5.35,1.0,2.0,4.675254392360772,1.0307499999999998,0.0004141875000000027,0.020351596988934375,0.019744454997753468,1.215,7.500000000000014e-05,45.0,104.67250000000001,1.0,-0.0,0.605,0.0,0.0,0.0,1.54,0.0,22.0,47.87,1.7037190082644627,4.675254392360772,0.019744454997753468,0.0923103499530165,3.0,1.0,0.32499999999999996,56.802500000000016,1036.1265151589998,5.348812957806235
Gadolinium europium dititanate,"Eu,Gd",Ti,10.197,icsd_literature,high_entropy,"{""Gd"": 0.5, ""Eu"": 0.5}","{""Ti"": 1.0}",293.0,6.48,1.0,2.0,5.762825659175385,1.0594999999999999,4.2250000000000797e-05,0.006500000000000061,0.00613496932515345,1.2,0.0,63.5,154.60500000000002,1.0,-0.0,0.605,0.0,0.0,0.0,1.54,0.0,22.0,47.87,1.7512396694214876,5.762825659175385,0.00613496932515345,0.035354758645248195,3.0,1.0,0.3400000000000001,106.73500000000001,1060.2719153729997,6.4785493690418345
Europium yttrium dititanium heptaoxide,"Eu,Y",Ti,10.15585,icsd_literature,high_entropy,"{""Eu"": 0.5, ""Y"": 0.5}","{""Ti"": 1.0}",293.0,5.69,1.0,2.0,5.762825659175385,1.0425,0.0005522500000000036,0.023500000000000076,0.02254196642685863,1.21,0.00010000000000000018,51.0,120.435,1.0,-0.0,0.605,0.0,0.0,0.0,1.54,0.0,22.0,47.87,1.7231404958677685,5.762825659175385,0.02254196642685863,0.12990542253297097,3.0,1.0,0.33000000000000007,72.565,1047.4874621503263,5.689718892242126
Europium iron(III) dititanate,"Eu,Fe",Ti,10.157,icsd_literature,high_entropy,"{""Eu"": 0.9, ""Fe"": 0.1}","{""Ti"": 1.0}",300.0,6.24,1.0,2.0,2.7027398407765,1.0514000000000001,0.0019184400000000004,0.043800000000000006,0.04165874072665021,1.2630000000000001,0.03572100000000002,59.300000000000004,142.3485,1.0,-0.0,0.605,0.0,0.0,0.0,1.54,0.0,22.0,47.87,1.7378512396694217,2.7027398407765,0.04165874072665021,0.1125927382784961,3.0,1.0,0.2769999999999999,94.4785,1047.8433398930001,6.241573460093891
Europium iron(III) dititanate,"Eu,Fe",Ti,10.1722,icsd_literature,high_entropy,"{""Eu"": 0.95, ""Fe"": 0.05}","{""Ti"": 1.0}",300.0,6.34,1.0,2.0,1.6504557331775846,1.0587,0.0010125100000000003,0.03181996228784692,0.030055693102717416,1.2314999999999998,0.01885275000000001,61.14999999999999,147.15425,1.0,-0.0,0.605,0.0,0.0,0.0,1.54,0.0,22.0,47.87,1.7499173553719007,1.6504557331775846,0.030055693102717416,0.04960559099600595,3.0,1.0,0.3085000000000002,99.28424999999999,1052.5546914190481,6.338255829886707
Europium hafnium oxide (2.1/1.9/6.95),Eu,Hf,10.503525,icsd_literature,pristine,"{""Eu"": 1.0}","{""Hf"": 1.0}",293.0,8.72,1.0,1.0,-0.0,1.066,0.0,0.0,0.0,1.2,0.0,63.0,151.96,1.0,-0.0,0.71,0.0,0.0,0.0,1.3,0.0,72.0,178.49,1.5014084507042256,-0.0,0.0,-0.0,2.0,0.0,0.10000000000000009,26.53,1158.7912852009877,8.79034275695854
Dieuropium dimolybdate(IV),Eu,Mo,10.375,icsd_literature,pristine,"{""Eu"": 1.0}","{""Mo"": 1.0}",293.0,7.23,1.0,1.0,-0.0,1.066,0.0,0.0,0.0,1.2,0.0,63.0,151.96,1.0,-0.0,0.79,0.0,0.0,0.0,2.16,0.0,42.0,95.95,1.349367088607595,-0.0,0.0,-0.0,2.0,0.0,0.9600000000000002,56.010000000000005,1116.771484375,7.230179870953345
Dieuropium diplumbate,Eu,Pb,10.742,icsd_literature,pristine,"{""Eu"": 1.0}","{""Pb"": 1.0}",293.0,8.9,1.0,1.0,-0.0,1.066,0.0,0.0,0.0,1.2,0.0,63.0,151.96,1.0,-0.0,0.785,0.0,0.0,0.0,2.33,0.0,82.0,207.2,1.3579617834394904,-0.0,0.0,-0.0,2.0,0.0,1.1300000000000001,55.23999999999998,1239.5254384880004,8.899480368612794
Dieuropium diplatinate,Eu,Pt,10.293,icsd_literature,pristine,"{""Eu"": 1.0}","{""Pt"": 1.0}",293.0,9.82,1.0,1.0,-0.0,1.066,0.0,0.0,0.0,1.2,0.0,63.0,151.96,1.0,-0.0,0.74,0.0,0.0,0.0,2.28,0.0,78.0,195.085,1.4405405405405407,-0.0,0.0,-0.0,2.0,0.0,1.0799999999999998,43.125,1090.5006237569999,9.81994757826491
Dieuropium distannate,Eu,Sn,10.477486666666666,icsd_literature,pristine,"{""Eu"": 1.0}","{""Sn"": 1.0}",293.0,7.55,1.0,1.0,-0.0,1.066,0.0,0.0,0.0,1.2,0.0,63.0,151.96,1.0,-0.0,0.69,0.0,0.0,0.0,1.96,0.0,50.0,118.71,1.5449275362318842,-0.0,0.0,-0.0,2.0,0.0,0.76,33.250000000000014,1150.1946693697128,7.54800288979467
Dieuropium ditin heptaoxide,Eu,Sn,10.4897,icsd_literature,pristine,"{""Eu"": 1.0}","{""Sn"": 1.0}",299.0,7.52,1.0,1.0,-0.0,1.066,0.0,0.0,0.0,1.2,0.0,63.0,151.96,1.0,-0.0,0.69,0.0,0.0,0.0,1.96,0.0,50.0,118.71,1.5449275362318842,-0.0,0.0,-0.0,2.0,0.0,0.76,33.250000000000014,1154.2216157422727,7.519839316964729
Dieuropium dititanate,Eu,Ti,10.204551,icsd_literature,pristine,"{""Eu"": 1.0}","{""Ti"": 1.0}",293.0,6.39,1.0,1.0,-0.0,1.066,0.0,0.0,0.0,1.2,0.0,63.0,151.96,1.0,-0.0,0.605,0.0,0.0,0.0,1.54,0.0,22.0,47.87,1.7619834710743802,-0.0,0.0,-0.0,2.0,0.0,0.3400000000000001,104.09,1062.6290919892492,6.393298578686247
Dieuropium dititanate,Eu,Ti,10.18645,icsd_literature,pristine,"{""Eu"": 1.0}","{""Ti"": 1.0}",300.0,6.43,1.0,1.0,-0.0,1.066,0.0,0.0,0.0,1.2,0.0,63.0,151.96,1.0,-0.0,0.605,0.0,0.0,0.0,1.54,0.0,22.0,47.87,1.7619834710743802,-0.0,0.0,-0.0,2.0,0.0,0.3400000000000001,104.09,1056.9843897486862,6.4303787203876706
Dieuropium dizirconate,Eu,Zr,10.55462857142857,icsd_literature,pristine,"{""Eu"": 1.0}","{""Zr"": 1.0}",293.0,6.77,1.0,1.0,-0.0,1.066,0.0,0.0,0.0,1.2,0.0,63.0,151.96,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.4805555555555556,-0.0,0.0,-0.0,2.0,0.0,0.13000000000000012,60.74000000000001,1175.7875678727114,6.765281976392299
Europium zirconium heptaoxide,Eu,Zr,10.546,icsd_literature,pristine,"{""Eu"": 1.0}","{""Zr"": 1.0}",298.0,6.75,1.0,1.0,-0.0,1.066,0.0,0.0,0.0,1.2,0.0,63.0,151.96,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.4805555555555556,-0.0,0.0,-0.0,2.0,0.0,0.13000000000000012,60.74000000000001,1172.9062513359997,6.763585847521158
Holmium titanium iron oxide (2/1.85/0.15/7),"Fe,Ho",Ti,10.1013,icsd_literature,high_entropy,"{""Ho"": 0.9302325581395349, ""Fe"": 0.06976744186046512}","{""Ti"": 1.0}",293.0,6.95,1.0,2.0,2.10374941387417,1.0083720930232558,0.0005857220118983217,0.024201694401391027,0.0240007578242577,1.2811627906976744,0.022591671173607362,64.13953488372093,157.31941860465116,1.0,-0.0,0.605,0.0,0.0,0.0,1.54,0.0,22.0,47.87,1.6667307322698444,2.10374941387417,0.0240007578242577,0.05049158020531804,3.0,1.0,0.2588372093023257,109.44941860465116,1030.698890209197,6.841456492253766
Holmium iron heptaoxodititanate (1.8/0.2/7),"Fe,Ho",Ti,10.0804,icsd_literature,high_entropy,"{""Ho"": 0.9, ""Fe"": 0.1}","{""Ti"": 1.0}",293.0,6.69,1.0,2.0,2.7027398407765,1.0055,0.0008122499999999977,0.02849999999999996,0.028344107409249066,1.2990000000000002,0.03132900000000001,62.900000000000006,154.0215,1.0,-0.0,0.605,0.0,0.0,0.0,1.54,0.0,22.0,47.87,1.6619834710743804,2.7027398407765,0.028344107409249066,0.07660674834622584,3.0,1.0,0.24099999999999988,106.1515,1024.3144445184637,6.689667629485199
Lanthanum neodymium samarium gadolinium ytterbium dizirconium heptaoxide,"Gd,La,Nd,Sm,Yb",Zr,10.5937,icsd_literature,high_entropy,"{""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Gd"": 0.2, ""Yb"": 0.2}","{""Zr"": 1.0}",293.0,6.7,1.0,5.0,13.380866803977112,1.0772,0.0033913599999999986,0.05823538443249086,0.05406181250695401,1.142,0.0015359999999999953,62.6,152.76,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.4961111111111112,13.380866803977112,0.05406181250695401,0.7233939123371355,6.0,4.0,0.18800000000000017,61.53999999999999,1188.8936578919531,6.701957675719631
Gadolinium neodymium dizirconate (0.4/1.6/1),"Gd,Nd",Zr,10.6092,icsd_literature,high_entropy,"{""Gd"": 0.2, ""Nd"": 0.8}","{""Zr"": 1.0}",293.0,6.54,1.0,2.0,4.160345749296494,1.0977999999999999,0.0005017600000000009,0.02240000000000002,0.020404445254144667,1.152,0.000576000000000001,60.8,146.842,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.524722222222222,4.160345749296494,0.020404445254144667,0.08488954707983377,3.0,1.0,0.17800000000000016,55.622000000000014,1194.1198283306878,6.541449590149984
Gadolinium holmium dititanium heptaoxide,"Gd,Ho",Ti,10.1428,icsd_literature,high_entropy,"{""Gd"": 0.4, ""Ho"": 0.6}","{""Ti"": 1.0}",293.0,6.77,1.0,2.0,5.595418999514958,1.0301999999999998,0.00034656000000000064,0.01861612204515217,0.01807039608343251,1.224,0.00038400000000000066,65.8,161.858,1.0,-0.0,0.605,0.0,0.0,0.0,1.54,0.0,22.0,47.87,1.7028099173553717,5.595418999514958,0.01807039608343251,0.10111143757399896,3.0,1.0,0.31600000000000006,113.988,1043.4546671547519,6.768085460859378
Neodymium gadolinium zirconium scandium oxide (1/1/1.85/0.15/7),"Gd,Nd,Sc",Zr,10.60965,icsd_literature,high_entropy,"{""Nd"": 0.46511627906976744, ""Gd"": 0.46511627906976744, ""Sc"": 0.06976744186046512}","{""Zr"": 1.0}",293.0,6.55,1.0,3.0,7.4645174689210405,1.0673255813953488,0.003222498647917793,0.05676705600890179,0.0531862601238213,1.1832558139534883,0.0031800973499188805,59.13953488372093,143.36437209302326,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.4823966408268734,7.4645174689210405,0.0531862601238213,0.39700976780084263,4.0,2.0,0.14674418604651174,52.144372093023264,1194.2717841941321,6.507349535695511
Lead gadolinium ruthenium oxide (0.2/1.8/2/6.96),"Gd,Ru",Pb,10.2302,icsd_literature,high_entropy,"{""Gd"": 0.4736842105263158, ""Ru"": 0.5263157894736842}","{""Pb"": 1.0}",293.0,7.92,1.0,2.0,5.7513051014590015,0.9724736842105263,0.005836038781163428,0.07639397084301501,0.07855633739336934,1.7263157894736842,0.24930747922437682,53.473684210526315,127.68157894736842,1.0,-0.0,0.785,0.0,0.0,0.0,2.33,0.0,82.0,207.2,1.2388199798860207,5.7513051014590015,0.07855633739336934,0.4518014640024196,3.0,1.0,0.6036842105263158,79.51842105263157,1070.661959967608,8.810003668011941
Neodymium gadolinium zirconium scandium oxide (1/1/1.9/0.1/7),"Gd,Nd,Sc",Zr,10.61193,icsd_literature,high_entropy,"{""Nd"": 0.47619047619047616, ""Gd"": 0.47619047619047616, ""Sc"": 0.047619047619047616}","{""Zr"": 1.0}",293.0,6.57,1.0,3.0,7.080071487087304,1.0716666666666665,0.002488888888888889,0.049888765156985884,0.04655250247930256,1.179047619047619,0.0024943310657596415,60.047619047619044,145.70742857142858,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.4884259259259258,7.080071487087304,0.04655250247930256,0.32959504545627105,4.0,2.0,0.15095238095238117,54.48742857142858,1195.0418920297557,6.541313017297112
Neodymium gadolinium zirconium scandium oxide (1/1/1.95/0.05/7),"Gd,Nd,Sc",Zr,10.61221,icsd_literature,high_entropy,"{""Nd"": 0.48780487804878053, ""Gd"": 0.48780487804878053, ""Sc"": 0.02439024390243903}","{""Zr"": 1.0}",293.0,6.6,1.0,3.0,6.575596092015829,1.076219512195122,0.0016790005948839988,0.04097560975609758,0.03807365439093487,1.1746341463414636,0.001737061273051758,61.00000000000001,148.1647804878049,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.494749322493225,6.575596092015829,0.03807365439093487,0.25035697302179266,4.0,2.0,0.1553658536585365,56.944780487804906,1195.1364894946967,6.583370140257636
Neodymium gadolinium dizirconate,"Gd,Nd",Zr,10.61575,icsd_literature,high_entropy,"{""Nd"": 0.5, ""Gd"": 0.5}","{""Zr"": 1.0}",293.0,6.62,1.0,2.0,5.762825659175385,1.081,0.0007840000000000014,0.028000000000000025,0.025901942645698506,1.17,0.0009000000000000016,62.0,150.745,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.5013888888888889,5.762825659175385,0.025901942645698506,0.1492683797011205,3.0,1.0,0.16000000000000014,59.525000000000006,1196.3329022944845,6.618738478353389
Gadolinium holmium dititanium heptaoxide,"Gd,Ho",Ti,10.16,icsd_literature,high_entropy,"{""Gd"": 0.6, ""Ho"": 0.4}","{""Ti"": 1.0}",293.0,6.69,1.0,2.0,5.595418999514958,1.0377999999999998,0.00034656000000000064,0.01861612204515217,0.017938063254145452,1.216,0.00038400000000000066,65.2,160.322,1.0,-0.0,0.605,0.0,0.0,0.0,1.54,0.0,22.0,47.87,1.715371900826446,5.595418999514958,0.017938063254145452,0.10037097994674658,3.0,1.0,0.32400000000000007,112.452,1048.7720960000001,6.6914764612826945
Gadolinium-1.4 terbium-0.6 dizirconate,"Gd,Tb",Zr,10.5036,icsd_literature,high_entropy,"{""Gd"": 0.7, ""Tb"": 0.3}","{""Zr"": 1.0}",293.0,6.99,1.0,2.0,5.078725807284385,1.0491,3.548999999999946e-05,0.005957348403442546,0.005678532459672648,1.206,8.400000000000014e-05,64.3,157.754,1.0,-0.0,0.72,0.0,0.0,0.0,1.33,0.0,40.0,91.22,1.4570833333333333,5.078725807284385,0.005678532459672648,0.028839709350441552,3.0,1.0,0.12400000000000011,66.53399999999999,1158.8161082866561,6.9912101412978656
